% Model,RI.mph
% Version,COMSOL 5.3.1.180
% Date,"Feb 14 2018, 13:46"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp11","Temperature (degC), Tp12","Temperature (degC), Tp13","Temperature (degC), Tp14","Temperature (degC), Tp21","Temperature (degC), Tp22","Temperature (degC), Tp23","Temperature (degC), Tp24","Temperature (degC), Tp31","Temperature (degC), Tp32","Temperature (degC), Tp33","Temperature (degC), Tp34","Temperature (degC), Tp4"
50,7.542614692268737E7,1020.2888212524696,765.5698462633351,1355.3624508633188,933.3193511823212,1166.253296237563,1161.5096958339823,1156.8965879329253,1148.4552644858663,1038.7437644651923,1034.000221794182,1029.38716987211,1020.945948283667,914.7834477788593,910.0397181743621,905.4264843389309,896.9849308743482,880.3281462101132
51,7.553202464717749E7,1020.4069645086998,765.4787156744122,1355.5463168098522,935.8878268293987,1166.3771251946814,1161.6270371326968,1157.0076187868158,1148.5547458546716,1038.9087624263543,1034.1586010957144,1029.5391113512137,1021.0861071045937,914.8948130819118,910.1443663054785,905.5245988625044,897.0710865965731,880.3965648198986
52,7.563673993540704E7,1020.5318976222942,765.3950022823298,1356.5177978593565,938.2550248672864,1166.5178656792918,1161.76135207774,1157.1356838118618,1148.6713723600692,1039.0785513262103,1034.3218431242544,1029.6959854843258,1021.2313268387205,915.0060957346269,910.2490110577716,905.6227872104138,897.1574582603395,880.4653361242061
53,7.574615965051253E7,1020.664794956857,765.3050098003122,1357.4464320889615,940.3961522936319,1166.6908925544321,1161.9276442366104,1157.2954255251275,1148.819125902125,1039.2554907196027,1034.4919378223549,1029.8594228006377,1021.3825803711037,915.1082016562276,910.3441905752235,905.7112298998494,897.2335718492044,880.5226205266414
54,7.58712002721673E7,1020.807841652235,765.1832535301925,1358.3592634150323,942.2650767375432,1166.924813847228,1162.1538307663636,1157.5140892766703,1149.0240226200103,1039.4439710332258,1034.6725878786551,1030.0324572278887,1021.5416779501908,915.1842094790862,910.412299170362,905.771655806706,897.2799383474966,880.5463880751801
55,7.601186180037135E7,1020.961037708431,765.0297334719686,1359.256291837568,943.8617981990204,1167.2196295576828,1162.4399116669965,1157.79167506649,1149.2860625137214,1039.6439922670788,1034.8637932931547,1030.2150887660791,1021.7086195759833,915.2341192032005,910.4533368431852,905.8040649309852,897.2965577552148,880.5366387698253
56,7.616814423512417E7,1021.1243831254425,764.8444496256433,1360.1375173565689,945.2224306026895,1167.5753396857945,1162.7858869385109,1158.128182894588,1149.6052455832591,1039.8555544211613,1035.0655540658504,1030.4073174152077,1021.8834052484818,915.2579308285698,910.4673035936906,905.808457272687,897.2834300723645,880.4933726105768
57,7.634004757642642E7,1021.2978779032702,764.6274019912158,1361.002939972036,947.3021779073287,1167.99194423156,1163.1917565809085,1158.523612760965,1149.9815718286268,1040.0786574954727,1035.2778701967463,1030.609143175277,1022.0660349676872,915.2556443551981,910.4541994218849,905.7848328318097,897.2405552989391,880.4165895974335
58,7.651556079923835E7,1021.4784943639967,764.4043290165961,1361.838236516527,949.156424809233,1168.4370460436458,1163.625884092285,1158.94706781403,1150.385497722169,1040.3081276197563,1035.4963238977762,1030.8168834668363,1022.2541713301335,915.2452951293466,910.4328112051872,905.7527092686647,897.1887879860309,880.3298211561099
59,7.66694054531985E7,1021.6598604448208,764.2293999401089,1362.6132623957228,950.8931586772832,1168.8424619503944,1164.021687166784,1159.3335224188627,1150.7548458398278,1040.5330758464006,1035.7116174748662,1031.02278791875,1022.4428950273415,915.2648404114301,910.4426778794399,905.7531635276101,897.1720187035772,880.2825916173771
60,7.682651693372297E7,1021.8482617330018,764.0491806565127,1363.357753110347,952.4058576438634,1169.2754498066834,1164.444844518905,1159.7471197446725,1151.1509497931465,1040.7642433486358,1035.9329224426815,1031.234501721532,1022.6370586076431,915.276838060663,910.4447970934167,905.7456761212808,897.1469525224692,880.2260487473028
61,7.69868952408116E7,1022.0436982285438,763.863671165804,1364.0717086603986,953.6945217089739,1169.7360096125094,1164.8953561486487,1160.187859791462,1151.573809582122,1041.0016301264654,1036.1602388012216,1031.4520248751828,1022.8366620710409,915.281288077042,910.4391688471138,905.7302470496728,897.1135894427033,880.1601925458914
62,7.715054037446423E7,1022.2461699314455,763.6728714679849,1364.7551290458791,954.759150872614,1170.2241413678767,1165.373222056015,1160.655742559229,1152.0234252067562,1041.245236179885,1036.393566550485,1031.6753573797014,1023.0417054175335,915.2781904605691,910.4257931405333,905.706876312788,897.071929464283,880.0850230131385
