% Model,OC.mph
% Version,COMSOL 5.3.1.201
% Date,"Feb 14 2018, 17:15"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp1","Temperature (degC), Tp21","Temperature (degC), Tp22","Temperature (degC), Tp23","Temperature (degC), Tp24","Temperature (degC), Tp3"
46,4.335995684705779E8,712.0332981504599,633.517417541761,1609.8151233151098,964.801331879294,710.5196191614182,716.324850595122,714.6104299461224,712.9431728088314,710.525082717006,707.2766336742736
47,4.355064958049366E8,712.3209531205731,633.2349827277711,1620.154790253987,966.7280190979483,710.8004803537593,716.6313888630367,714.9094129736069,713.2348085064581,710.8060623811973,707.5435656453061
48,4.371856082972105E8,712.6132530207838,632.9826570892997,1630.4061819526096,968.6631128883208,711.0864168387421,716.9412595377845,715.2122503142526,713.530805698059,711.0921386001878,707.8166471355806
49,4.386369059473631E8,712.9101978510613,632.7604406264395,1640.5692984109764,970.6066132504114,711.3774286163598,717.2544626193297,715.5189419680099,713.8311643836855,711.3833113740428,708.0958781449646
50,4.398603887554668E8,713.2117876114633,632.5683333391695,1650.6441396290875,972.5585201842204,711.6735156866313,717.5709981077013,715.8294879349432,714.1358845632335,711.6795807027333,708.381258673566
51,4.4085605672138274E8,713.5180223019784,632.4063352274995,1660.6307056069436,974.5188336897473,711.9746780495095,717.8908660028782,716.1438882150157,714.4449662367842,711.9809465862371,708.6727887213068
52,4.4184789029457444E8,713.8145406505937,632.2476311307322,1670.2453310741143,976.4376702939488,712.2667305388063,718.1996987605912,716.447791479521,714.7440750613756,712.2731010491731,708.9558470140104
53,4.428383129432734E8,714.1011872683782,632.0919309088215,1679.4849467727604,978.3144902577138,712.5495196710074,718.4973409240959,716.7410424470497,715.0330559394714,712.555889279236,709.2302753495397
54,4.4368707158534676E8,714.3869549610295,631.9560257993687,1688.5271794936584,980.180529837833,712.8319279771022,718.7927892265878,717.032627696987,715.3208848141302,712.8382707086087,709.5052293428187
55,4.443941662209751E8,714.671843728556,631.8399158023177,1697.3720292368098,982.035789034306,713.1139554570927,719.0860436680804,717.3225472293491,715.6075616853648,713.1202453373239,709.78070899395
56,4.449595968501233E8,714.9558535708812,631.7436009177484,1706.0194960022136,983.8802678471333,713.3956021110207,719.3771042486065,717.6108010441492,715.8930865532187,713.4018131653859,710.0567143028898
57,4.453833634726393E8,715.2389844880934,631.6670811455934,1714.4695797898698,985.7139662763144,713.6768679388451,719.6659709681398,717.897389141359,716.1774594176795,713.6829741927843,710.3332452696868
58,4.456654660886949E8,715.5212364801221,631.6103564858828,1722.7222805997785,987.5368843218497,713.9577529405748,719.9526438267227,718.1823115209967,716.4606802787215,713.9637284194746,710.6103018942869
59,4.45805904698225E8,715.8026095470298,631.5734269385617,1730.77759843194,989.3490219837391,714.2382571161869,720.2371228243334,718.4655681830474,716.7427491363985,714.2440758455211,710.8878841767405
60,4.4595223561333275E8,716.0745100988831,631.5424250779433,1738.5672278109291,991.1196501357919,714.509486963401,720.5116234837643,718.739050320323,717.0152416005683,714.5151341287739,711.156524096428
61,4.4637017110702914E8,716.321463214377,631.492379114007,1745.9681675388315,992.7934332531646,714.7554274929938,720.7621278947934,718.9881559848614,717.2629874370273,714.7609083770307,711.3991720995436
62,4.467598633145384E8,716.5609318509325,631.4514689190256,1753.119220562618,994.432815718926,714.9941511118386,721.004454824046,719.2293630114045,717.5031057735631,714.999448318425,711.6350680662662
63,4.471213122360183E8,716.792916008514,631.4196944928414,1760.0203868822891,996.0377975330761,715.2256578199124,721.2386042716283,719.4626713999247,717.7355966101591,715.2307539529259,711.8642119966296
64,4.474545178714055E8,717.0174156871618,631.3970558355867,1766.6716664978453,997.6083786956148,715.4499476171726,721.4645762374173,719.6880811504475,717.9604599468221,715.4548252805037,712.0866038906081
65,4.4775948022067016E8,717.2344308868695,631.3835529471955,1773.073059409286,999.1445592065423,715.6670205036647,721.6823707214637,719.9055922629389,718.1776957835592,715.6716623011787,712.3022437481866
66,4.480361992838632E8,717.4439616075981,631.3791858276655,1779.224565616611,1000.6463390658583,715.876876479406,721.891987723772,720.1152047374312,718.3873041203339,715.8812650149796,712.5111315693937
67,4.482846750608709E8,717.6460078493045,631.3839544770498,1785.1261851198205,1002.1137182735632,716.0795155443662,722.0934272443781,720.3169185739058,718.5892849572018,716.0836334218585,712.7132673542642
68,4.4850379946752036E8,717.8401867880555,631.3974216299866,1790.7354016656518,1003.5359760531352,716.274510014718,722.2864124327755,720.5104139583615,718.7832766909755,716.2783452993453,712.908162332147
69,4.4865427803816116E8,718.0117637925919,631.3937397039346,1794.1193658146021,1004.4111420985085,716.4448149942116,722.4616973369094,720.6842208110338,718.9556459492342,716.448629266247,713.075574398005
70,4.4880475660872585E8,718.1833407971421,631.3900577778786,1797.503329963552,1005.2863081438819,716.6151199736921,722.6369822410312,720.8580276637017,719.1280152074935,716.6189132331353,713.2429864638369
71,4.4895523517933464E8,718.3549178016867,631.386375851821,1800.8872941125023,1006.1614741892555,716.785424953143,722.8122671451717,721.0318345163421,719.300384465751,716.789197200039,713.4103985296834
72,4.4910571374992216E8,718.5264948062211,631.3826939257427,1804.2712582614522,1007.0366402346289,716.9557299326377,722.987552049319,721.2056413689767,719.472753724023,716.9594811669382,713.5778105955358
73,4.49256192320549E8,718.6980718107648,631.3790119996619,1807.655222410402,1007.9118062800025,717.1260349120951,723.1628369534461,721.3794482216252,719.6451229822818,717.129765133841,713.7452226613918
74,4.494066708911646E8,718.8696488153081,631.3753300736012,1811.039186559352,1008.7869723253758,717.2963398915923,723.3381218575579,721.5532550742703,719.8174922405541,717.3000491007409,713.9126347271922
75,4.495571494617788E8,719.0412258198774,631.3716481475716,1814.4231507083023,1009.6621383707494,717.4666448710747,723.5134067617126,721.7270619269141,719.9898614988041,717.4703330676263,714.0800467930522
76,4.4970762803236854E8,719.2128028243897,631.367966221469,1817.8071148572521,1010.5373044161228,717.6369498505255,723.6886916658509,721.9008687795654,720.1622307570675,717.6406170345207,714.2474588589263
