% Model,oc.mph
% Version,COMSOL 5.3.1.180
% Date,"Apr 25 2018, 11:57"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp11","Temperature (degC), Tp211","Temperature (degC), Tp221","Temperature (degC), Tp231","Temperature (degC), Tp241","Temperature (degC), Tp31"
60,4.1380107094959277E8,750.0582944117272,619.161155595219,1002.3130616039219,842.5922649744049,700.5543604385838,751.6856352794244,750.0432333503727,748.4460146053457,700.554567090601,697.428599538994
61,4.142705486140289E8,750.1583088695269,618.8737902670043,1002.8767646033031,842.6580340955853,700.5866075613658,751.7878692570563,750.1432273077744,748.5438300437623,700.587057602847,697.4575082498408
62,4.146374199839931E8,750.2594301170924,618.6027188921406,1003.3256312789839,842.6472993482888,700.6264996579911,751.8909938867076,750.2443300881836,748.642966376419,700.6272249306148,697.4945982436581
63,4.149016850595817E8,750.3616581544746,618.3479414706364,1003.6596616309649,842.5600607325154,700.6740367284774,751.9950091684476,750.3465416916708,748.7434236032827,700.6750690738426,697.5398695204859
64,4.151778610924995E8,750.4634773279157,618.0951398236746,1003.918746401041,842.4428406278943,700.7228174943884,752.0985637184002,750.4483448644112,748.8435234009183,700.724089128898,697.5862257937604
65,4.155164150578718E8,750.5642196991178,617.8380040271513,1004.1204651681531,842.3161411311113,700.7700209557903,752.201061990775,750.5490709629807,748.9425261435622,700.7714201917755,697.6305397782049
66,4.1580695118710613E8,750.6653463733164,617.5903369476551,1004.2263628609056,842.1351142060167,700.8218180086402,752.3038067331255,750.6501826351351,749.0420497516708,700.8233291981013,697.6796523645895
67,4.1604946948027885E8,750.7668573505124,617.352138585174,1004.2364394792991,841.8997598526108,700.878208653033,752.4067979454632,750.7516798808074,749.1420942253123,700.8798161479028,697.73356355283
68,4.1624396993740046E8,750.8687526307573,617.1234089397012,1004.1506950233326,841.6100780708927,700.9391928889297,752.5100356277454,750.8535627000268,749.2426595644441,700.9408810411652,697.7922733430121
69,4.163904525584233E8,750.9710322139339,616.904148011304,1003.969129493007,841.2660688608629,701.0047707163168,752.6135197800141,750.9558310928127,749.3437457690527,701.0065238778434,697.8557817350685
70,4.164889173433811E8,751.0736961002045,616.6943557999183,1003.691742888322,840.8677322225216,701.0749421351762,752.7172504022611,751.0584850591603,749.4453528391846,701.0767446580841,697.9240887290277
71,4.165393642922361E8,751.1767442894144,616.494032305555,1003.3185352092777,840.4150681558687,701.1497071455581,752.8212274944646,751.1615245990323,749.5474807748058,701.1515433817318,697.9971943248876
72,4.165417934049702E8,751.280176781666,616.3031775282614,1002.8495064558737,839.9080766609037,701.2290657474389,752.9254510566387,751.2649497125052,749.6501295759275,701.2309200488424,698.0750985226356
73,4.1649620468168604E8,751.3839935769396,616.1217914679842,1002.2846566281106,839.3467577376274,701.3130179408394,753.029921088785,751.3687603994591,749.7532992425351,701.3148746594309,698.1578013223186
74,4.165028154868419E8,751.4818484519288,615.9393463776122,1001.7383315679082,838.8341438767026,701.3904529602971,753.1284475242902,751.4666090101786,749.8504888213694,701.3923079349875,698.2339370227576
75,4.1660000141386616E8,751.571311288055,615.7518109343688,1001.2543169960101,838.4096886497499,701.457116231508,753.2186600405288,751.5560648796439,749.93920894398,701.458969699876,698.2991534288598
76,4.1668911183630043E8,751.6586290955089,615.5695483009614,1000.7200546847133,837.9719703141842,701.5239448209473,753.3066519324681,751.643376422416,750.025858931626,701.5257857131638,698.3646385571719
