% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Jan 30 2017, 18:25
% Dimension:          2
% Nodes:              4862
% Expressions:        16
% Description:        power density, Dependent variable Tp4, Dependent variable Flux1, Dependent variable Flux2, Dependent variable Flux3, Dependent variable Flux4, Dependent variable Flux5, Dependent variable Flux6, Dependent variable Flux7, Dependent variable Flux8, Dependent variable Conc1, Dependent variable Conc2, Dependent variable Conc3, Dependent variable Conc4, Dependent variable Conc5, Dependent variable Conc6
% Length unit:        m
% r                       z                        Pdensity (W/m^3)         Tp4 (K)                  Flux1 (1/(m^2*s))        Flux2 (1/(m^2*s))        Flux3 (1/(m^2*s))        Flux4 (1/(m^2*s))        Flux5 (1/(m^2*s))        Flux6 (1/(m^2*s))        Flux7 (1/(m^2*s))        Flux8 (1/(m^2*s))        Conc1 (1/(m^2*s))        Conc2 (1/(m^2*s))        Conc3 (1/(m^2*s))        Conc4 (1/(m^2*s))        Conc5 (1/(m^2*s))        Conc6 (1/(m^2*s))
0.11                      0.49                     0                        NaN                      0.00788500287745387      0.10265129886072741      0.45080927586786335      0.19819179741877715      0.24126192749077663      0.5798765062789168       0.8155555669395659       0.23962566226794166      -4.533899271499006E-4    -9.282350276458195E-4    -2.5993245674713403E-4   -2.560182426457946E-4    -1.7611250271157786E-5   -9.672805037093574E-7
0.13                      0.49                     0                        NaN                      0.007152596970441137     0.09801826699516607      0.44399447205102105      0.1961844635315397       0.24029196007443357      0.5803850089768645       0.8170230280258616       0.24013130146480596      -6.074360561504909E-4    -0.0012436170073701254   -3.48248465475468E-4     -3.4300433755319037E-4   -2.359494061952208E-5    -1.2959287782549516E-6
0.15000000000000002       0.49                     0                        NaN                      0.006531123633468741     0.09355016464683179      0.4363533094971814       0.19381137933787299      0.23913134815414325      0.5808127185364207       0.8184089789627544       0.2406092407525658       -5.273471726330003E-4    -0.0010796492997650951   -3.023327999429305E-4    -2.977800968151896E-4    -2.0484008313569464E-5   -1.1250638980462088E-6
0.17                      0.49                     0                        NaN                      0.006020582866536686     0.08924699181572453      0.4278857882063444       0.19107254483777705      0.2377800917299056       0.5811596349575856       0.8197134197502445       0.24105948013122103      -2.1312327659742906E-4   -4.3633190483073007E-4   -1.2218546014952162E-4   -1.2034552043179271E-4   -8.27845335329993E-6     -4.5468586308312965E-7
0.19                      0.49                     0                        NaN                      0.00562097466964497      0.08510874850184431      0.41859190817851         0.18796796003125177      0.23623819080172062      0.5814257582403591       0.8209363503883316       0.2414820196007718       3.3523563195622305E-4    6.863351774329709E-4     1.921935539047588E-4     1.8929939159700065E-4    1.3021724261286518E-5    7.152053266342866E-7
0.21000000000000002       0.49                     0                        NaN                      0.0052487297510789115    0.08082046750321667      0.4082701783420947       0.1844607201230398       0.2344904448831232       0.5815635885785682       0.8220707356523396       0.24188619731047922      5.458493102404693E-4     0.0011175291272273796    3.129402391368606E-4     3.0822780302082134E-4    2.120269604005882E-5     1.1645371106452512E-6
0.23                      0.49                     0                        NaN                      0.004704144405019066     0.07582776700794062      0.39709506119593824      0.18067514198039702      0.2325379934495637       0.5817404033929522       0.8234231826999102       0.24237202253399537      1.8992486035780576E-4    3.888372843064272E-4     1.0888560286395334E-4    1.0724594013196316E-4    7.3773457418919285E-6    4.0519341871723796E-7
0.25                      0.49                     0                        NaN                      0.004177579873298772     0.07087638188337975      0.38542793643334894      0.1766486470651469       0.2303705255673447       0.581944934046629        0.8248259173150347       0.2428693496691446       -6.573381879056264E-5    -1.3457827236234524E-4   -3.768577991357257E-5    -3.7118285522900244E-5   -2.5533313924214918E-6   -1.4023920149741904E-7
0.27                      0.49                     0                        NaN                      0.003669036155918031     0.06596631212953412      0.37326880405432694      0.1723812353772895       0.22798804123646615      0.5821771805395982       0.8262789394977131       0.24337817871592698      -2.2112672720463606E-4   -4.5271754277893887E-4   -1.2677390919571725E-4   -1.2486487394376905E-4   -8.58933536288144E-6     -4.7176074999871987E-7
0.29000000000000004       0.49                     0                        NaN                      0.003178513252876835     0.06109755774640356      0.3606176640588718       0.16787290691682458      0.22539054045692794      0.5824371428718597       0.8277822492479445       0.24389850967434218      -2.762538648844142E-4    -5.655805269433521E-4    -1.5837878498248045E-4   -1.5599382513064287E-4   -1.073066616948791E-5    -5.893712267866633E-7
0.31                      0.49                     0                        NaN                      0.0027060111641751916    0.05627011873398822      0.3474745164469839       0.16312366168375234      0.22257802322873027      0.5827248210434139       0.8293358465657299       0.24443034254439044      -2.3111523182989724E-4   -4.7316722485558595E-4   -1.3250040727386228E-4   -1.30505139083522E-4     -8.977323812240909E-6    -4.930706318612502E-7
0.33                      0.49                     0                        NaN                      0.002712545515129956     0.05340999354753623      0.33474940182232027      0.1581422986882502       0.2197268193689042       0.582485142675204        0.8301983610293556       0.24474517686248531      2.8874342103791335E-7    5.911506660381664E-7     1.6553915803061548E-7    1.63046373117123E-7      1.1215804206358974E-8    6.160169536628699E-10
0.35000000000000003       0.49                     0                        NaN                      0.0024964545779164486    0.049753428154535706     0.32135007432662716      0.1529779776248108       0.21663987854153216      0.5824308108233457       0.8315369804496289       0.24522480694339976      3.2637536533931778E-6    6.681953614917635E-6     1.8711388465924905E-6    1.8429621496514418E-6    1.2677560521610152E-7    6.963024736086893E-9
0.37                      0.49                     0                        NaN                      0.0022520801838620294    0.046183275310752524     0.30790319263888405      0.1477217606008715       0.21334130559979142      0.5824499974034401       0.8329926337379289       0.24573810829173356      -6.478742453137055E-5    -1.3264069887705131E-4   -3.714320371125249E-5    -3.658387974857806E-5    -2.516570129861925E-6    -1.3822012550803046E-7
0.39                      0.49                     0                        NaN                      0.002036231157106867     0.042891124797288016     0.2945422678384387       0.1423845122970997       0.21005416540087424      0.5820992041878763       0.8344919727862012       0.24631283867200554      -6.920532998127017E-5    -1.416855724877267E-4    -3.967602799450853E-5    -3.9078563290774655E-5   -2.6881770269131907E-6   -1.476454646102517E-7
0.41000000000000003       0.49                     0                        NaN                      0.0018341378279153717    0.03968887198385292      0.28103063563837855      0.13694549980671764      0.20646581297615596      0.5819999820446032       0.8361741132349914       0.24690993840959263      -3.8589232278436224E-5   -7.90045718835795E-5     -2.2123548295777194E-5   -2.1790399039256146E-5   -1.4989407279061323E-6   -8.232783703574025E-8
0.43                      0.49                     0                        NaN                      0.0016523177060559445    0.03658573113863032      0.2673294282917652       0.13139578530216053      0.2024849970247074       0.58232089204547         0.8380396994125032       0.24750554456694915      3.35430097100064E-5      6.867333101380878E-5     1.9230504249231512E-5    1.8940920132456778E-5    1.3029277967516222E-6    7.156202064783778E-8
0.45                      0.49                     0                        NaN                      0.0014800930170089297    0.03352799082537411      0.2533730666469851       0.12571536144028442      0.1981325466979111       0.5830074515219892       0.8400994242869806       0.2481122260442879       9.499972226662127E-5     1.9449499105291646E-4    5.446418131581926E-5     5.3644027999099475E-5    3.6901214260430547E-6    2.0267626981471327E-7
0.47000000000000003       0.49                     0                        NaN                      0.0012948355777952698    0.030467753017766504     0.23928902557538934      0.11996092234042952      0.1934263164102821       0.583969624605668        0.8423308604273614       0.24873360143208031      2.1218875890720477E-5    4.3441864650257595E-5    1.2164969288927256E-5    1.1981782106653188E-5    8.242153418211339E-7     4.526921250488338E-8
0.49                      0.49                     0                        NaN                      0.0011320506125014082    0.02762441089276367      0.22546024124677116      0.11426031323077931      0.1882807803540954       0.5854043058960388       0.8446705523041785       0.24931363444164764      -2.2891440426948426E-5   -4.686614228757631E-5    -1.3123865336095317E-5   -1.2926238539482568E-5   -8.891835973519515E-7    -4.8837529686650093E-8
0.51                      0.49                     0                        NaN                      9.917381211273406E-4     0.024997964450365538     0.21188671366113032      0.10861353411133375      0.18269593852935112      0.5873114953931015       0.8471184999174326       0.24985232507299002      -3.733122668638673E-5    -7.642902976058791E-5    -2.140232255924919E-5    -2.1080033939308532E-5   -1.4500753914762516E-6   -7.964395675988993E-8
0.53                      0.49                     0                        NaN                      8.581463581778161E-4     0.022465840719468236     0.1983471499850765       0.10293930006718795      0.1766598932242978       0.5895979646876804       0.849679156826011        0.2503607524733807       -7.455444248041677E-5    -1.526369264795068E-4    -4.2742721518249476E-5   -4.209907675995326E-5    -2.8959552621802114E-6   -1.590574786907099E-7
0.55                      0.49                     0                        NaN                      7.412545291066773E-4     0.02005286762281097      0.18474484548980952      0.09721288951696067      0.17009715168700476      0.5924837626413395       0.8524917598335285       0.2508634755258895       -8.813087535872508E-5    -1.8043225185726173E-4   -5.0526210609206904E-5   -4.976535754557356E-5    -3.4233113918421102E-6   -1.8802199255994843E-7
0.5700000000000001        0.49                     0                        NaN                      6.591104724356339E-4     0.01799162241540224      0.17196815254789619      0.09171203158804084      0.16374140722457614      0.5953302463278997       0.8555272324602504       0.2514652128635585       -5.417593435459964E-5    -1.1091556497406168E-4   -3.105954250436334E-5    -3.059182985018722E-5    -2.104382743106731E-6    -1.1558114094166131E-7
0.59                      0.49                     0                        NaN                      6.144913777185741E-4     0.01630140611664454      0.1595520171447154       0.08621993510690121      0.15672841147172584      0.5981894651768919       0.8579014133357804       0.251756560851265        2.0823617821562492E-5    4.263264423581561E-5     1.1938364340707066E-5    1.1758589507528816E-5    8.088621362009872E-7     4.442595287043651E-8
0.61                      0.49                     0                        NaN                      5.907519949343705E-4     0.014813301878052814     0.145723997545826        0.07990641722023369      0.14798162394347023      0.600045534403048        0.8580052105226897       0.25116190988871856      9.309144812208376E-5     1.9058814002416628E-4    5.3370150864691344E-5    5.256647209475452E-5     3.6159973850510307E-6    1.9860508017151358E-7
0.63                      0.49                     0                        NaN                      5.407600303969039E-4     0.0131156358712199       0.12754337423178128      0.0713311597867844       0.13661542348067782      0.597195369942864        0.8518179821374692       0.24853046180084118      6.205223864884584E-5     1.2704089351912948E-4    3.5575097444370956E-5    3.503938693781906E-5     2.4103259452632795E-6    1.323847687438903E-7
0.65                      0.49                     0                        NaN                      4.957171996783095E-4     0.011505969061589618     0.11019224927827263      0.06303104407180511      0.12574769037107716      0.5927974440425744       0.8438013760564574       0.24545223225119378      4.0998659994887114E-5    8.393744548544708E-5     2.3504894523799265E-5    2.3150944152433936E-5    1.5925313261609798E-6    8.746820808427786E-8
0.67                      0.49                     0                        NaN                      4.5562350277858927E-4    0.009984301449161995     0.09367062268530017      0.055006070075295815     0.11537842461466828      0.5868517567021795       0.8339553922796548       0.24192722123977645      2.9930712160208734E-5    6.127779592312124E-5     1.715954210297695E-5     1.6901143738599778E-5    1.1626135277441772E-6    6.385539819267866E-8
0.01                      0.51                     0                        NaN                      0.012203366919866973     0.14019163953672995      0.5262025207625425       0.2234035599211802       0.25878910436984137      0.6015078948105865       0.8412383109080721       0.2468075668685869       -6.014980319565938E-4    -0.001231459961697691    -3.448441436665423E-4    -3.3965128000189814E-4   -2.3364286994611854E-5   -1.2832603560219801E-6
0.03                      0.51                     0                        NaN                      0.0123640990265575       0.14043055488076467      0.5255341050109761       0.22312862568604125      0.25873793835267         0.6016374999803623       0.841439607902565        0.24687487906875896      -5.173383718700434E-4    -0.0010591580649657105   -2.9659466590946804E-4   -2.9212837094110146E-4   -2.0095231491246473E-5   -1.103710715578354E-6
0.05                      0.51                     0                        NaN                      0.012831159306935347     0.1397461609598876       0.5224142171004093       0.2221651265129061       0.25842104210026595      0.6017497040899692       0.8414168035132585       0.2467709142652382       0.001079913605723597     0.0022109305382351824    6.191240250416574E-4     6.098008954116646E-4     4.194762089484778E-5     2.3039315916728525E-6
0.06999999999999999       0.51                     0                        NaN                      0.012416012143983416     0.13680339840549466      0.5184150467406178       0.22106160533568067      0.2579298468025514       0.6020004890223588       0.8421402490715592       0.2470139573329462       8.153734367686859E-4     0.0016693317149289342    4.6746080557622476E-4    4.604215089069754E-4     3.1671955637955164E-5    1.7395508400169741E-6
0.09                      0.51                     0                        NaN                      0.011897271257318771     0.13312214296873015      0.5133273005743767       0.21964037997263955      0.2572884558915507       0.6023685197626617       0.84314097188056         0.24734736164988008      5.059575196419892E-4     0.0010358577994548533    2.9006992263140173E-4    2.8570188104187923E-4    1.9653159391966998E-5    1.0794303427324115E-6
0.11                      0.51                     0                        NaN                      0.011244024749037226     0.1285842482568631       0.507085859085469        0.21789369422161609      0.2564894489917593       0.6028545032813856       0.8444334511692522       0.24777762397157096      1.6749983328918227E-4    3.42926040199498E-4      9.602913643292679E-5     9.458307384932696E-5     6.5062792704208E-6       3.5735095425184987E-7
0.13                      0.51                     0                        NaN                      0.010155731011561564     0.12241655185466396      0.49937340408854547      0.2157769031480406       0.2554487227001254       0.6033694200875008       0.8460543475957477       0.24835372833650687      -2.72037528379462E-4     -5.569483298038146E-4    -1.5596152195880835E-4   -1.5361296265937698E-4   -1.0566888915143255E-5   -5.803759230666275E-7
0.15000000000000002       0.51                     0                        NaN                      0.009178369844126233     0.11641378496969183      0.49083459035462457      0.2132943617680358       0.25421735190454425      0.6038035437552245       0.8475937338728403       0.24890213279233825      -4.774398775300261E-4    -9.774730124777926E-4    -2.7372050608967226E-4   -2.6959866352268484E-4   -1.8545434446390415E-5   -1.018589645630769E-6
0.17                      0.51                     0                        NaN                      0.008311941246731245     0.11057594760194676      0.4814694178837063       0.21044607008160174      0.25279533660501574      0.6041568742845569       0.8490516100005299       0.24942283733906517      -4.48707214162509E-4     -9.186480078224346E-4    -2.5724781595966447E-4   -2.5337402874059617E-4   -1.742935732332065E-5    -9.572902134405726E-7
0.19                      0.51                     0                        NaN                      0.00754798845479692      0.10503262513474679      0.471330393711754        0.20722201353758118      0.251181420607008        0.6043679735787957       0.8503614270330222       0.2499081894889955       -5.267429019486809E-4    -0.0010784121632921022   -3.019863662131325E-4    -2.974388798859687E-4    -2.0460536327061136E-5   -1.1237747224009108E-6
0.21000000000000002       0.51                     0                        NaN                      0.006939369262512203     0.09933294525971384      0.45971951041087655      0.20345601946879857      0.24930440215459995      0.604434033108296        0.8514656818552369       0.2503125963555271       -4.184577047461775E-4    -8.567175313651196E-4    -2.3990550456909197E-4   -2.3629286796062553E-4   -1.625436059531743E-5    -8.927546802205855E-7
0.23                      0.51                     0                        NaN                      0.006298255850309475     0.09331633200096082      0.4470320943419071       0.19927097751171777      0.24721007752445162      0.604370405864159        0.85254552806309         0.2507228352827301       -4.756676009765239E-4    -9.738445922656867E-4    -2.7270444426076703E-4   -2.6859790214370526E-4   -1.8476593027416613E-5   -1.0148085987774338E-6
0.25                      0.51                     0                        NaN                      0.005637359014423899     0.08727833374323571      0.4338607120029133       0.19484741419159285      0.24490869297559198      0.6043195237797246       0.8536981797990729       0.2511589263149539       -5.255443823258558E-4    -0.0010759584080835994   -3.012992443090819E-4    -2.967621050631555E-4    -2.0413981633697856E-5   -1.121217751910279E-6
0.27                      0.51                     0                        NaN                      0.004994482992877873     0.08128165085622577      0.4201973220474867       0.19018293409886053      0.24239229197807274      0.6042963575345827       0.8549011191026097       0.25160651925881083      -4.7515539294089277E-4   -9.727959376493322E-4    -2.724107908620155E-4    -2.683086707486108E-4    -1.845669707612563E-5    -1.0137158333297678E-6
0.29000000000000004       0.51                     0                        NaN                      0.004369627785671401     0.07532628333993105      0.40604192447562737      0.1852775372335209       0.23966087453189408      0.6043009071287334       0.8561543459737004       0.2520656141143008       -3.2450063282163415E-4   -6.643571809628845E-4    -1.8603908391956762E-4   -1.8323759920007134E-4   -1.2604739354699917E-5   -6.92302843035899E-7
0.31                      0.51                     0                        NaN                      0.0038104908948085998    0.06972442921814806      0.39160420780016136      0.18014415680771312      0.236755370486006        0.6041972941239024       0.857318777374473        0.2525021864012293       -4.035403545968465E-4    -8.261769169864316E-4    -2.3135325574246356E-4   -2.27869403870518E-4     -1.5674918549672904E-5   -8.609293989286982E-7
0.33                      0.51                     0                        NaN                      0.003516998815138377     0.06519458734247464      0.37698696164693474      0.17469625942152192      0.23369287722640616      0.6037594392632534       0.8580784546828928       0.25281524221637136      -2.4136213660669878E-4   -4.941459351647671E-4    -1.383750484451634E-4    -1.3629131649157947E-4   -9.3753494271093E-6      -5.149317951126552E-7
0.35000000000000003       0.51                     0                        NaN                      0.0032807830517388196    0.060796734016661524     0.36177209976779007      0.16894595261978446      0.2304022473681033       0.6032795477067575       0.858858305693061        0.2531341671388004       1.7821345726106978E-4    3.648602748355575E-4     1.0217135184821758E-4    1.0063279621279626E-4    6.9224338909393205E-6    3.802078352090962E-7
0.37                      0.51                     0                        NaN                      0.002900893409849551     0.05605418750890962      0.34633529117341044      0.16310375661752738      0.22689398244762032      0.6029388048857088       0.859929716611533        0.25355138984219244      5.481738420577069E-6     1.1222881916141917E-5    3.142729137947195E-6     3.0954040948864283E-6    2.1292988984707912E-7    1.1694963613308577E-8
0.39                      0.51                     0                        NaN                      0.002587525129833533     0.051745504956174325     0.3309562082132386       0.1571534593048453       0.22318245252285213      0.6025977829735203       0.8609627027770194       0.25394781463080135      -5.733051916690441E-5    -1.1737401485376682E-4   -3.28680938884537E-5     -3.2373147015745596E-5   -2.2269178487724663E-6   -1.2231126043377606E-7
0.41000000000000003       0.51                     0                        NaN                      0.002340678211690766     0.04787068635845559      0.3156348508872745       0.1510950606817381       0.21926765759379852      0.6022564819701915       0.8619572641895197       0.25432344150462705      -1.022331550137424E-5    -2.093041547416773E-5    -5.861117230984892E-6    -5.772857119099574E-6    -3.9710932491930235E-7   -2.1810836932156843E-8
0.43                      0.51                     0                        NaN                      0.002132942249372455     0.04434242127158158      0.30054987565679503      0.1450089288598772       0.21536760831706922      0.6016228617914736       0.8630410623667919       0.25476576904785114      9.342379007248289E-5     1.9126855090461042E-4    5.356068544535661E-5     5.275413749489592E-5     3.6289067086014615E-6    1.9931411200026765E-7
0.45                      0.51                     0                        NaN                      0.0019301751930840415    0.040858248674005046     0.285246939584504        0.13880136249385974      0.2111752011485408       0.6011989002625527       0.8643308380605377       0.2552458605253118       1.7473820400735332E-4    3.577453135034476E-4     1.001789584094495E-4     9.867040539313565E-5     6.787442901634389E-6     3.7279358862690204E-7
0.47000000000000003       0.51                     0                        NaN                      0.0017032873523904351    0.03728319446891283      0.2695601861818229       0.13243499478269705      0.2065713016854725       0.601001519376887        0.8657871122733338       0.25574695034966505      8.084876857022304E-5     1.6552343674829676E-4    4.6351314356594545E-5    4.565332930870691E-5     3.140448898712208E-6     1.7248604987430793E-7
0.49                      0.51                     0                        NaN                      0.00149609586063305      0.033941789394466806     0.2542305296053318       0.12614608392985296      0.20161085802552228      0.6011526611954013       0.8673562317540775       0.2562243836681368       -6.368480118198234E-6    -1.3038327418824928E-5   -3.651105998923624E-6    -3.596125521436067E-6    -2.4737403831073616E-7   -1.3586774402593081E-8
0.51                      0.51                     0                        NaN                      0.0013057811487098246    0.03073697877667771      0.23890383246129476      0.1198241599261388       0.19615607603753643      0.6018578600057987       0.8691643742775913       0.2566973494747474       -7.454753625947246E-5    -1.526227872236361E-4    -4.273876212067711E-5    -4.209517698529218E-5    -2.895687000407739E-6    -1.590427446781664E-7
0.53                      0.51                     0                        NaN                      0.0011325334281820907    0.02765344645115901      0.223516283676236        0.11345090230672464      0.19017372984064973      0.6031667803992751       0.8712263185092282       0.25716478830867817      -1.1767544032775779E-4   -2.4091948026396326E-4   -6.746437111092212E-5    -6.644845337581122E-5    -4.570925612327623E-6    -2.51053568635681E-7
0.55                      0.51                     0                        NaN                      9.763526990498471E-4     0.024691192417910693     0.2080678832501555       0.1070263110716104       0.183663819434862        0.6050794223758302       0.8735420644489882       0.25762670016992895      -1.357521923230543E-4    -2.779284065398066E-4    -7.782793296965872E-5    -7.665595469299323E-5    -5.273089874070389E-6    -2.89619246275137E-7
0.5700000000000001        0.51                     0                        NaN                      8.439249213875193E-4     0.02198337622996621      0.19330955718962983      0.10081562420801522      0.17726883445274838      0.6071294786802598       0.8763864467299074       0.2582775323079901       -1.3706076031140042E-4   -2.806074661529623E-4    -7.85781465753505E-5     -7.739487114591248E-5    -5.323919230788696E-6    -2.924109984229232E-7
0.59                      0.51                     0                        NaN                      7.452511217880503E-4     0.019601114214028048     0.17871852799546756      0.09455079456542259      0.17001902759676574      0.6093174816069896       0.8785349175003141       0.25857749981200767      -1.0480010719581012E-4   -2.1455953159723608E-4   -6.008282870775703E-5    -5.9178066531000315E-5   -4.070802648554122E-6    -2.235848094694048E-7
0.61                      0.51                     0                        NaN                      6.804274790420716E-4     0.017539628530347445     0.16421956882324243      0.08820089235228204      0.1618227288822237       0.6116732063026763       0.8799059437082808       0.25848598662668854      -3.75637359845161E-5     -7.690505108760269E-5    -2.1535622197066994E-5   -2.1211326273657652E-5   -1.4591068656986008E-6   -8.014000154947203E-8
0.63                      0.51                     0                        NaN                      6.494539931495819E-4     0.015798919178924373     0.14981267967295456      0.08176591756859357      0.15267993830912224      0.614196652767319        0.8804995253538072       0.2580029927520325       6.464835332248235E-5     1.323559753759392E-4     3.7063472956719965E-5    3.6505349626115904E-5    2.5111681177778914E-6    1.379234253368766E-7
0.65                      0.51                     0                        NaN                      6.22571296536208E-4      0.014129308737747715     0.1327286083293484       0.07387036711388272      0.14135848718518337      0.6141233441842414       0.8770575559461743       0.25611771757538804      1.1824015236253141E-4    2.4207562745608366E-4    6.778812551692783E-5     6.676733249968701E-5     4.592861002551333E-6     2.5225834824973263E-7
0.67                      0.51                     0                        NaN                      5.772974226496455E-4     0.012349413704882753     0.1134324249967425       0.06474071408452624      0.12889870870603368      0.6100881053639764       0.8686948208000871       0.2527577934327408       1.0199157022711944E-4    2.088095529703069E-4     5.847266961417937E-5     5.7592154149466067E-5    3.961709251260676E-6     2.1759296251585898E-7
0.01                      0.53                     0                        NaN                      0.01856389198538646      0.17684603346022684      0.5878134070727223       0.24374481932407624      0.2745580398980887       0.6240794672353012       0.8680520795605172       0.2540588247187743       -2.515549750165506E-4    -5.150139542286986E-4    -1.442186928899224E-4    -1.4204696393982981E-4   -9.771274915215753E-6    -5.36677610978674E-7
0.03                      0.53                     0                        NaN                      0.017625406580004624     0.1750770628806827       0.5880416065658773       0.24392700931866973      0.27459257958579464      0.6244864427131928       0.8692558583678578       0.25459047740065854      -0.0013677982486034704   -0.0028003230091315553   -7.841708379559553E-4    -7.723623374316355E-4    -5.313006715440941E-5    -2.9181163930986803E-6
0.05                      0.53                     0                        NaN                      0.01699324934831012      0.1723847830362269       0.5858183339000321       0.24342063437526712      0.2743613890382679       0.6248760171309156       0.8702355357913996       0.25495085307885007      -9.709492046833087E-4    -0.0019878453575655165   -5.566537698279425E-4    -5.482713536314769E-4    -3.771506251087454E-5    -2.071462508411126E-6
0.06999999999999999       0.53                     0                        NaN                      0.016667420290302912     0.16876919392685907      0.581143589075186        0.24222569449386805      0.27386446825550825      0.6252481904884692       0.8709911118311416       0.2551399517533487       9.389921567439708E-4     0.0019224190004694917    5.383325114941379E-4     5.302259874606669E-4     3.647373901539029E-5     2.0032840430840678E-6
0.09                      0.53                     0                        NaN                      0.01623559948084541      0.164476414361884        0.5752030608508923       0.240631875472787        0.2731806471167093       0.6256159454308902       0.8718779219684507       0.25538975410126974      0.0017170934502021983    0.0035154426483143416    9.844248675332922E-4     9.696008253708451E-4     6.66979142668043E-5      3.663316977217464E-6
0.11                      0.53                     0                        NaN                      0.015556219583870708     0.15954786208362595      0.5685592770150695       0.23880722672312327      0.27236780497525415      0.6260834695878188       0.8731400896431173       0.2558060432981773       0.0013213364635033878    0.002705200789174095     7.575338854726048E-4     7.461264996699005E-4     5.132532894466138E-5     2.8189929318048773E-6
0.13                      0.53                     0                        NaN                      0.014112038015932114     0.15184550114478904      0.5599491708380648       0.23658097846320972      0.2712563198083295       0.6266048005021017       0.8749144214098123       0.2564526128311849       5.963078691666895E-4     0.0012208340288917753    3.4186857741746844E-4    3.3672052155988826E-4    2.316268292189756E-5     1.2721874517135168E-6
0.15000000000000002       0.53                     0                        NaN                      0.012761127592351491     0.14439746302323123      0.550669834467887        0.23402687682570475      0.26997105025647594      0.6270560248281876       0.8766388498850594       0.25708793298253         6.138073861037177E-5     1.2566611693179928E-4    3.519012053100293E-5     3.466020723070161E-5     2.384242535539124E-6     1.309521632611459E-7
0.17                      0.53                     0                        NaN                      0.01148412458977115      0.13723705151472154      0.5407372601323193       0.23113695927973546      0.26851202734844903      0.6274284874642294       0.8783238334381512       0.25772329739873007      -4.1635409685617046E-4   -8.524107693243052E-4    -2.3869948755340857E-4   -2.3510501185054184E-4   -1.617264910857094E-5    -8.882667576232658E-7
0.19                      0.53                     0                        NaN                      0.01036469887563159      0.12989877767513774      0.5293056351149796       0.22769955821185875      0.26678740062385864      0.6276583403645306       0.8798039341308356       0.2582763969095201       -6.83216275814092E-4     -0.0013987634940524206   -3.916939358982919E-4    -3.8579558081601874E-4   -2.6538509354029385E-5   -1.457601379823753E-6
0.21000000000000002       0.53                     0                        NaN                      0.009402850449932804     0.12238264150447986      0.5163749594158675       0.22371467362207464      0.2647971700827046       0.6277455835290907       0.8810791519631119       0.2587472315149          -7.392057982633915E-4    -0.0015133920572525444   -4.237932245036463E-4    -4.1741149966572814E-4   -2.8713338200836156E-5   -1.5770517033403124E-6
0.23                      0.53                     0                        NaN                      0.00858312811038674      0.11484285066578752      0.502102565945394        0.2191992907769826       0.2625551013193194       0.6276358579871139       0.8821184599753286       0.25913828230859454      -6.198601965716871E-4    -0.0012690532194179762   -3.5537133510548773E-4   -3.5001994686990884E-4   -2.407753768059299E-5    -1.3224349445483134E-6
0.25                      0.53                     0                        NaN                      0.007787898970335885     0.10771823927489818      0.48742692602999593      0.2143786590519829       0.26011980010381913      0.6273295631645686       0.8830210288321706       0.25951313723789304      -4.639550801219827E-4    -9.498652943850287E-4    -2.6598955242459175E-4   -2.619841270539459E-4    -1.8021637758842064E-5   -9.898206305993467E-7
0.27                      0.53                     0                        NaN                      0.007010690644624582     0.10063494325472404      0.472259278498165        0.20931711055437582      0.2574694824396594       0.6270509841813158       0.8839738852565661       0.2598994940788246       -2.0778419293798246E-4   -4.2540108309989985E-4   -1.1912451624831404E-4   -1.1733067000398757E-4   -8.071064673237629E-6    -4.4329524493702216E-7
0.29000000000000004       0.53                     0                        NaN                      0.006251503133252831     0.09359296260526508      0.45659962334990123      0.20401464528416138      0.2546041483268401       0.6268001210373554       0.8849770292485153       0.26029735283138916      1.4865246498031403E-4    3.0433941443741065E-4    8.52237734233457E-5      8.3940424279966E-5       5.774181576220316E-6     3.171412124386612E-7
0.31                      0.53                     0                        NaN                      0.005388288198123551     0.08647224336296531      0.4404972067923069       0.19846133851325043      0.2515327965147464       0.6264112429846601       0.8859742640550266       0.26072340212259887      -5.346247926637433E-4    -0.0010945489290376251   -3.0650512389762165E-4   -3.0188959148929316E-4   -2.076669652533786E-5    -1.1405902685004317E-6
0.33                      0.53                     0                        NaN                      0.004762702516781004     0.0801281288568713       0.42390323908123345      0.19254044174051188      0.24824244334681975      0.6258171457060125       0.8866849463657244       0.26105078062974424      -4.1083037879515144E-4   -8.411019415801411E-4    -2.3553269111616787E-4   -2.3198590287575133E-4   -1.595808858268667E-5    -8.764822329383047E-7
0.35000000000000003       0.53                     0                        NaN                      0.00438616838358785      0.07455968985799377      0.4068024736510528       0.1862515956766455       0.24473181234257013      0.6250382603680505       0.887123159404889        0.26128033477825585      6.066735789947643E-4     0.0012420559713582002    3.4781133057583E-4       3.425737852850935E-4     2.356532334041764E-5     1.2943020784914735E-6
0.37                      0.53                     0                        NaN                      0.0038707634938637335    0.0686447496862732       0.3893757381500367       0.17982342069607074      0.24101385544334503      0.6243375881458586       0.8878103279535328       0.26160147883670626      3.292613194985427E-4     6.741038380113378E-4     1.8876842771313424E-4    1.859258429475034E-4     1.278966107331119E-5     7.024594855440157E-7
