% Model:              
% Version:            COMSOL 5.2.1.229
% Date:               Jan 30 2017, 18:25
% Dimension:          2
% Nodes:              4862
% Expressions:        16
% Description:        power density, Dependent variable Tp4, Dependent variable Flux1, Dependent variable Flux2, Dependent variable Flux3, Dependent variable Flux4, Dependent variable Flux5, Dependent variable Flux6, Dependent variable Flux7, Dependent variable Flux8, Dependent variable Conc1, Dependent variable Conc2, Dependent variable Conc3, Dependent variable Conc4, Dependent variable Conc5, Dependent variable Conc6
% Length unit:        m
% r                       z                        Pdensity (W/m^3)         Tp4 (K)                  Flux1 (1/(m^2*s))        Flux2 (1/(m^2*s))        Flux3 (1/(m^2*s))        Flux4 (1/(m^2*s))        Flux5 (1/(m^2*s))        Flux6 (1/(m^2*s))        Flux7 (1/(m^2*s))        Flux8 (1/(m^2*s))        Conc1 (1/(m^2*s))        Conc2 (1/(m^2*s))        Conc3 (1/(m^2*s))        Conc4 (1/(m^2*s))        Conc5 (1/(m^2*s))        Conc6 (1/(m^2*s))
0.63                      1.03                     4.277223450170998E-11    1207.0264477444225       0.28259935660891466      1.124587700081315        1.623386856154206        0.5606800944994363       0.5948368582848503       1.3845623217569463       1.8001180521761235       0.49508239549273386      0.05704601446893567      0.11679154221736644      0.032704984827862084     0.0322124941462469       0.002215866691392891     1.217042865442395E-4
0.65                      1.03                     4.395107294386477E-11    1210.8350203552081       0.24509901052347116      0.9878099312035142       1.4738169483325303       0.5274886030927162       0.553830964798712        1.4235790752079898       1.8674472229310914       0.5170755545284942       0.04689690239523246      0.09601304502944877      0.02688640907849952      0.026481537894398725     0.0018216396870930768    1.0005175822150809E-4
0.67                      1.03                     4.5443320865350304E-11   1215.7799285431572       0.2009589292981372       0.8355378399012559       1.320349691013672        0.49612858090633793      0.5073506884187181       1.4732784839428497       1.949177650966819        0.543788845441972        0.03229589175607682      0.06612007938839125      0.01851552049196953      0.01823670301642123      0.0012544853742602936    6.89013685018029E-5
0.01                      1.05                     5.284193883581871E-11    1256.9409035824779       0.5510400604305042       2.487061219148693        3.993076320136232        1.3063619709648668       1.1132706351448205       1.7099466121820592       2.035879943294931        0.5423369501084111       0.0683812727589127       0.13999846227029172      0.03920358869782171      0.03861323825977155      0.0026561677626758444    1.458873874290097E-4
0.03                      1.05                     5.279176242610838E-11    1256.492100156122        0.5505366301790106       2.484704925270514        3.988797242724624        1.30490019850977         1.1120962422644036       1.7083204631370126       2.034003795292463        0.5418421338226601       0.0683689491654929       0.13997323191029976      0.0391965234726772       0.038606279426896165     0.0026556890712119197    1.4586109577377696E-4
0.05                      1.05                     5.269425351381047E-11    1255.8479680334199       0.5495538882133868       2.4800973604824925       3.980345027423946        1.3020029691775188       1.1097818162647948       1.7051580752167879       2.0303729357929567       0.5408868079767213       0.06827019880323747      0.13977105815268137      0.03913990901627082      0.038550517503899324     0.002651853261812756     1.4565041773612322E-4
0.06999999999999999       1.05                     5.2552126519424306E-11   1255.0205360780494       0.5481046132459847       2.4732562110890393       3.967751679999008        1.297690164652573        1.106366219372817        1.7005504244188674       2.0251051977478407       0.5395032132695676       0.0680822902697298       0.13938634893805057      0.03903217939143014      0.038444410134401315     0.002644554237256801     1.4524952603108432E-4
0.09                      1.05                     5.2365644726095046E-11   1254.0121342150637       0.5461748563183771       2.4641053317763664       3.9509308472613416       1.2919434128852294       1.10184504337224         1.694507464446582        2.0182183682976915       0.5376967849348284       0.06780992965942861      0.13882873915562374      0.038876032643747026     0.03829061473525431      0.0026339747987100025    1.446684608319106E-4
0.11                      1.05                     5.213480813382273E-11    1252.8227624444646       0.5437646174305643       2.452644722544475        3.929882529210948        1.2847627138754896       1.0962182882630636       1.6870291952999326       2.0097124474425105       0.5354675229725039       0.06745311697233393      0.13809822880540107      0.03867146877322151      0.03808913130645838      0.0026201149461723633    1.4390722213860206E-4
0.13                      1.05                     5.185522256154183E-11    1251.4539948051925       0.540888548042756        2.4389739087373927       3.9046845206655942       1.2761455144175773       1.0894445863238431       1.6779758787630603       1.9993875009364042       0.5327554131698222       0.06726136373805755      0.13770564825153078      0.03856153494741292      0.03798085292813248      0.002612666579993666     1.4349812799263219E-4
0.15000000000000002       1.05                     5.154021995060921E-11    1249.9468123028028       0.5375837375710295       2.4231496876738747       3.8753573918547186       1.2661228737073444       1.081656239998226        1.667774141590339        1.9878405588100572       0.529733790794176        0.06689930421050641      0.1369643959310866       0.03835396301683061      0.03777640673639747      0.002598602921824542     1.4272569547657703E-4
0.17                      1.05                     5.119025320757607E-11    1248.3021929015508       0.5338507078209397       2.4051707411067054       3.8418995186476192       1.2546956358286836       1.0728576823100238       1.6564384528581362       1.9750919897292547       0.5264086235028383       0.06635172838819557      0.13584333207826566      0.03804003295304795      0.037467204014086        0.002577333162018072     1.415574749548874E-4
0.19                      1.05                     5.08045926216003E-11     1246.5178161591575       0.5297117526765025       2.385132051192471        3.8043965957522197       1.2418777072868223       1.063051147454917        1.6439480647526037       1.961103789342232        0.5227665137492705       0.0657273397495831       0.13456500768127796      0.037682065422053636     0.03711462696635482      0.0025530797238126923    1.4022537884797988E-4
0.21000000000000002       1.05                     5.0380137399529366E-11   1244.5782066041393       0.5251634540408221       2.362997224294382        3.762644609806826        1.2275808031063766       1.0521646576237278       1.6302046194856594       1.9457582049687843       0.5187743200257402       0.06510723282693767      0.13329544933422002      0.03732655263670709      0.03676446769928384      0.002528992602428596     1.389024175279949E-4
0.23                      1.05                     4.991657351096026E-11    1242.4805415992964       0.5201835217863869       2.338664202591475        3.7164958760006135       1.21176303286982         1.0401727086909736       1.6151958770618309       1.9290530904598857       0.5144340045253861       0.06441447954270889      0.1318771605160716       0.03692939104950293      0.03637328680223512      0.0025020836423169045    1.374244695066804E-4
0.25                      1.05                     4.9412674116370644E-11   1240.223368853866        0.5147855795546724       2.3121695248055008       3.6659454017783304       1.1944113771689833       1.0270645371499132       1.5988889941800153       1.910935268344806        0.5097270738759367       0.06375117534008906      0.13051916344117664      0.036549112881345325     0.035998735083890135     0.0024763185875180884    1.3600934935335918E-4
0.27                      1.05                     4.888073276252167E-11    1237.8631145804554       0.5090760511204601       2.283751432332724        3.610983667389731        1.1755119715499305       1.0129489702646697       1.5816938428512215       1.8919648527517436       0.504807637133081        0.06307332682566871      0.12913138948140224      0.03616049633054705      0.035615970547119596     0.0024499885807876065    1.3456319977392584E-4
0.29000000000000004       1.05                     4.832775017099041E-11    1235.4253429626142       0.5030774323564857       2.2534507895544644       3.5516145925918203       1.155079560233582        0.997887828750433        1.5638311608177404       1.872456533591711        0.4997683484852315       0.062202302707106444     0.12734812291909392      0.03566113049671139      0.03512412445442357      0.0024161549580588356    1.3270492150682314E-4
0.31                      1.05                     4.7753022159463326E-11   1232.908264169855        0.49686353164160624      2.221319011650352        3.48771889113024         1.1330684622202076       0.9819068907073097       1.5453472521742027       1.8523944439194286       0.49457133999286085      0.06195999430229076      0.12685203966850916      0.03552221294432961      0.03498729880333515      0.002406742852265398     1.3218797090464176E-4
0.33                      1.05                     4.717096878084568E-11    1230.3626983842614       0.4901778907372745       2.1868503971313946       3.4194622875103486       1.1096549439005627       0.9650963575693186       1.5265557027090533       1.832396955983077        0.48946263696179637      0.06145766465114814      0.12582360928288766      0.03523422291080762      0.03470364549122289      0.0023872306119725713    1.3111628040406138E-4
0.35000000000000003       1.05                     4.6583332755635015E-11   1227.7946670195322       0.48313067960223716      2.150243693225611        3.3467858119105576       1.084794252749166        0.9474884644483408       1.5075558841893737       1.8125488938906795       0.4844492147956649       0.06095074810884016      0.12478578805553647      0.034943603171996546     0.034417402073453125     0.002367540200786563     1.300348040433831E-4
0.37                      1.05                     4.5996511954000026E-11   1225.2242332952162       0.47576740443822996      2.1112650491318004       3.2689189223893127       1.058255978852158        0.9290448037401764       1.4886086765032018       1.7932011500686953       0.4796200640504518       0.060119603298597765     0.12308416726576107      0.03446710049846559      0.0339480748542975       0.0023352556298505325    1.2826160591399266E-4
0.39                      1.05                     4.541169938903706E-11    1222.655047944207        0.46802772985676827      2.0697344147183787       3.1857249529296947       1.0300187912779109       0.9097419043674005       1.4697334015358021       1.7744167813291387       0.47500396426882946      0.058679679341438966     0.12013617972977136      0.033641579353639636     0.033134984886964605     0.0022793239479528544    1.2518961360190217E-4
0.41000000000000003       1.05                     4.480106085931149E-11    1219.990822763855        0.460440946144998        2.0267776851119415       3.0971597400600803       0.9997917483326186       0.8898384677828288       1.4501312004735836       1.7550005412011824       0.4701368840819965       0.058394401382926474     0.11955212398029498      0.03347802697593663      0.03297389537608141      0.0022682427544296747    1.2458099000688374E-4
0.43                      1.05                     4.4234365145844264E-11   1217.4930920857894       0.45237241544815204      1.9803271185923637       3.002593988590578        0.9679527287301074       0.8693071814838768       1.4320162936952037       1.7380972544940834       0.4660150145871321       0.05826027566547117      0.11927752549101499      0.03340113151539942      0.03289815785210867      0.0022630328425272362    1.2429484074821782E-4
0.45                      1.05                     4.373840985359295E-11    1215.2588064365643       0.4434582551140925       1.9294575694935199       2.9019144328564557       0.9347078637296227       0.8480297425019075       1.4162023801709864       1.7248889881242866       0.46304996081641225      0.05729883318329203      0.11730914345254424      0.03284992803369686      0.03235525471299431      0.00222568705436335      1.222436602681046E-4
0.47000000000000003       1.05                     4.331319498255756E-11    1213.2879658161805       0.43369846514281957      1.87416903781541         2.7951210728577136       0.9000571533311656       0.8260061508369219       1.4026894599009332       1.7153757420917914       0.461241722769837        0.05551007393638902      0.11364697786488275      0.03182441653082899      0.0313451859587383       0.0021562053899380155    1.1842744856654415E-4
0.49                      1.05                     4.29587205327381E-11     1211.5805702246378       0.4230930455343333       1.814461523558036        2.682213908594354        0.8640005975347358       0.8032364064889195       1.391477532885044        1.7095575163965986       0.46059030044740634      0.052893997924762216     0.10829102872803056      0.03032459700679581      0.029867951589340674     0.0020545878492512332    1.1284620564353646E-4
0.51                      1.05                     4.267498650413453E-11    1210.136619661936        0.4116419962886335       1.7503350267213946       2.563192940066373        0.8265381963403332       0.7797205094579002       1.382566599123318        1.7074343110387076       0.46109569384912014      0.049450605148411535     0.10124129604198759      0.028350469461597295     0.027923551604801415     0.0019208344323030022    1.0549993149908143E-4
0.53                      1.05                     4.244824474116575E-11    1208.9062299318698       0.39979056297411353      1.6823896134780967       2.4381581844189997       0.787626612122226        0.7556796671814292       1.3758316814694866       1.7083945306955228       0.46241901887279885      0.046111838569249906     0.09440576683781457      0.02643632504096094      0.026038231484050562     0.0017911450627305014    9.837687113741693E-5
0.55                      1.05                     4.2276013698850676E-11   1207.8747983843336       0.38863416835259346      1.6085870710059424       2.3022352048556707       0.7460832986698869       0.7344526414256918       1.3699154586988644       1.713466470449085        0.46432331441653596      0.05132315319647137      0.10507500425885383      0.029424017825516544     0.028980933853118528     0.001993570746773982     1.0949490163556718E-4
0.5700000000000001        1.05                     4.2245484256190786E-11   1207.324737326739        0.3764643159606023       1.527675129374674        2.1601126209433446       0.7038606306115875       0.7135652306047527       1.3681430003570563       1.7259397951328563       0.4681284856480269       0.05961142330821489      0.12204375935377376      0.034175756413694414     0.033661117998190354     0.0023155161419230286    1.2717743406182432E-4
0.59                      1.05                     4.2521909331538516E-11   1207.886108211527        0.35784010090881585      1.4316598266973666       2.014212307417431        0.6634319164453645       0.6873058028894141       1.376879672286241        1.7525119954740203       0.4765421205994606       0.0635151775662072       0.13003600008212135      0.03641381326951323      0.035865472892298536     0.0024671516086983416    1.355058621077785E-4
0.61                      1.05                     4.311174388621696E-11    1209.5838146734786       0.33257615071713825      1.3201502015956001       1.8644146443943326       0.624834671499483        0.6555719922802193       1.396298999499241        1.7934854530959425       0.48967588742861146      0.06296703325874711      0.12891377235732918      0.036099557288164635     0.03555594916027739      0.0024458597669406875    1.3433642875675895E-4
0.63                      1.05                     4.4014987920226193E-11   1212.4178567125937       0.3006724653855704       1.193146254069377        1.7107196318740532       0.5880688957739437       0.6183637987771695       1.4264009819960588       1.8488601679986258       0.5075297861354803       0.05796699038583452      0.11867707617939709      0.03323298846964858      0.032732546802126894     0.002251640616650062     1.236691340087655E-4
0.65                      1.05                     4.523164143356615E-11    1216.3882343288726       0.26212904491411154      1.0506479841186946       1.553127269856589        0.5531345892687459       0.5756812223802639       1.4671856197766915       1.9186361401820673       0.5301038167200663       0.04851504894746951      0.09932591154832524      0.027814106813965133     0.027395265817847087     0.0018844941578264676    1.0350397786379829E-4
0.67                      1.05                     4.676170442623685E-11    1221.4949475223145       0.21694588930276174      0.8926553917435528       1.3916375583419411       0.5200317519838896       0.527524263089502        1.518652912841141        2.002813369646268        0.5573979791823699       0.034611208943651925     0.07086027846411325      0.01984291232111417      0.019544106207437868     0.0013444203904698993    7.384096032185703E-5
0.01                      1.07                     5.449045413629366E-11    1264.002014346188        0.5682673728358034       2.5666866412623373       4.127178232973624        1.3506999834471884       1.1497172053776117       1.7632651732378992       2.098452462195477        0.5589227489882942       0.07054381777058685      0.14442588755809038      0.04044339488682172      0.039834374726149625     0.002740168573330478     1.5050104887785512E-4
0.03                      1.07                     5.4440171684950276E-11   1263.551035341628        0.5677617055072558       2.564329948797655        4.122913459663177        1.3492436644403647       1.1485436483202394       1.7616349181158413       2.0965702476450603       0.558426314241442        0.0705200382979317       0.1443772033281689       0.04042976190475205      0.03982094703745243      0.002739244895455942     1.5045031678410876E-4
0.05                      1.07                     5.434203761922538E-11    1262.9030886599867       0.5667656458028462       2.5596743278410554       4.114418557935122        1.3463365425667928       1.1462179758706068       1.7584516679844586       2.0929144024265653       0.55746451662709         0.07041318116865948      0.14415843241067702      0.040368499767087736     0.039760607420684976     0.002735094190876552     1.5022234344011075E-4
0.06999999999999999       1.07                     5.4196051939119016E-11   1262.058174301264        0.5652791937225747       2.5527197783925417       4.10169352778946         1.3419786178264737       1.1427401880287145       1.7537154228437526       2.0874849265399944       0.5560373561452392       0.07022324638277025      0.14376957480561492      0.0402596084738288       0.039653355875847306     0.00272771645959231      1.4981712884586123E-4
0.09                      1.07                     5.4002866514146564E-11   1261.0208197600557       0.5633201910162041       2.5435304637710634       4.084794336497459        1.3361824638001476       1.1381235914292867       1.7474480928537035       2.080306915469797        0.5541511880367839       0.0699432676385381       0.14319636825242518      0.040099094182559206     0.03949525870212517      0.0027168411060830865    1.492198108100346E-4
0.11                      1.07                     5.3765115862102527E-11   1259.8020064560922       0.5608850146295022       2.5320523624453855       4.063684512167753        1.328954240354426        1.1324000355371617       1.7397383629284398       2.071499374548286        0.5518391446603461       0.06957686187140398      0.14244621778145347      0.03988903051436924      0.03928835829481651      0.0027026086247697967    1.484381058497514E-4
0.13                      1.07                     5.347831463427452E-11    1258.3994252730556       0.5579921303559784       2.5184197436142837       4.038504743535985        1.3203092205625515       1.125534035051444        1.7304424074578408       2.0608531748664056       0.5490385234550508       0.06932966272978824      0.14194012161938357      0.03974730905930764      0.03914877096384547      0.0026930065456561804    1.4791072115084183E-4
0.15000000000000002       1.07                     5.315454240572897E-11    1256.8545860995605       0.554671413572641        2.502654260108827        4.009222209166884        1.3102608512681833       1.1176399994628514       1.7199480448698532       2.0489135769568954       0.5459074243634504       0.06895472464604666      0.14117250275163512      0.0395323537385142       0.03893705256528305      0.0026784426393284193    1.4711081299941642E-4
0.17                      1.07                     5.2794504701367716E-11   1255.1699781011373       0.5509285439185819       2.4847708918172757       3.9758666358307706       1.2988210506931535       1.1087327241596598       1.7082794496953306       2.0357093584960335       0.5424531334283739       0.06849313283630526      0.14022747583193754      0.03926771906990859      0.038676402919419574     0.0026605127992554945    1.4612603426592867E-4
0.19                      1.07                     5.239543848458325E-11    1253.3284231458024       0.5467553298346077       2.464698820654334        3.938143658043089        1.285871144019421        1.0987264373705854       1.6953482620799232       2.0211463653338124       0.5386506146709805       0.06796757904725345      0.13915149816525993      0.03896641443264028      0.03837963550260751      0.0026400984522316658    1.450047964453268E-4
0.21000000000000002       1.07                     5.195726360130058E-11    1251.328812740643        0.5421504821318786       2.4424285546865736       3.8960239323945887       1.2714003712895765       1.0876146914799456       1.6811517773076308       2.005223842036139        0.5344999741367632       0.06736937889661827      0.13792679002749178      0.038623460993514366     0.0380418464558177       0.0026168622664802404    1.4372857192339537E-4
0.23                      1.07                     5.1479980051519756E-11   1249.1711468856595       0.5371140008103947       2.4179600939139956       3.8495074588852702       1.2554087325036212       1.0753974864877418       1.6656899953784545       1.9879417886030162       0.5300012118257226       0.06669853238439975      0.13655335141863317      0.03823885875253085      0.037663035779050155     0.0025908042420012193    1.4229736070013444E-4
0.25                      1.07                     5.096313004165725E-11    1246.8559129408761       0.5316581726261238       2.391334085643122        3.7985989359256065       1.237887530324188        1.0620698303034972       1.6489511489990805       1.9692808107813031       0.5251471407996487       0.06600903240233107      0.1351417231565308       0.037843562312239704     0.03727369194244752      0.002564021651522195     1.4082635340591527E-4
0.27                      1.07                     5.0417822827595484E-11   1244.436050975828        0.5258921459034684       2.362810401758103        3.7432978416864104       1.218817121809097        1.0477287597552178       1.6313073611198932       1.9497480343716327       0.5200762215806366       0.06529565959586105      0.13368121954345316      0.037434579370496844     0.036870867703691614     0.0025363117570603626    1.3930441485753917E-4
0.29000000000000004       1.07                     4.985147437585143E-11    1241.9386716663494       0.519837028851051        2.332404167567601        3.683589407037903        1.1982137075967103       1.0324421145779443       1.6129960425360181       1.9296773543949912       0.5148854504566307       0.0643891111852491       0.13182522332784152      0.036914847145716585     0.03635896190901022      0.002501098246600239     1.3737034762149373E-4
0.31                      1.07                     4.926408468642508E-11    1239.36377501244         0.5134928214688714       2.3001153830716157       3.619473631980082        1.1760772876870274       1.0162098947716776       1.5940171932474554       1.909068770851379        0.5095748274276313       0.06328938717049522      0.12957373450969595      0.036284365637898955     0.03573797455840333      0.002458381120141826     1.3502415169777899E-4
0.33                      1.07                     4.865431276022492E-11    1236.7073562847215       0.5069143567878552       2.266044966312999        3.5508984258281338       1.1523686627489749       0.9990287398374451       1.5743570044830344       1.8878737575620277       0.5041138696639273       0.06281831857132511      0.1286093055535379       0.03601429784206493      0.035471973600500986     0.0024400831684272405    1.3401915479643344E-4
0.35000000000000003       1.07                     4.8038705536657306E-11   1234.0260886904796       0.5000284171557777       2.2297082414221556       3.477231112585125        1.1269776015507453       0.9809617912670904       1.554535937018036        1.866880984035653        0.49874454217446934      0.06279431898884649      0.1285601706880027       0.03600053866908599      0.03545842162115061      0.002439150940717439     1.3396795311144093E-4
0.37                      1.07                     4.742510654976173E-11    1231.3460694695452       0.49276607810624595      2.1908195262117025       3.3982367194037457       1.0998876266752773       0.9620356040321248       1.53478680227181         1.8464515855917076       0.4935882656486022       0.06216154025945151      0.1272646690762533       0.03563776102481206      0.03510110689362297      0.0024145716020459915    1.3261795724374848E-4
0.39                      1.07                     4.6813515799538186E-11   1228.667298621918        0.4851273396392597       2.1493788206816395       3.313915246283994        1.0710987381225707       0.9422501781325477       1.515109600244356        1.8265855622301905       0.4886450400863256       0.06091998238314011      0.12472280071828962      0.034925964909243136     0.034400029417918046     0.0023663451524128963    1.2996916719335607E-4
0.41000000000000003       1.07                     4.6184143465563715E-11   1225.9237980914227       0.4775195280142032       2.1062128367680795       3.2239866074546506       1.0402972326309896       0.9217965493768637       1.4949025207713387       1.8064619105076998       0.4835990037131315       0.06052731950139305      0.12391889348729929      0.03470084780492736      0.0341783022578793       0.0023510927529471373    1.2913144423724217E-4
0.43                      1.07                     4.559268856443534E-11    1223.3266865034227       0.46952349165497886      2.0597672884273495       3.1278856481244155       1.007753373920026        0.9007344103516377       1.475966229403945        1.7886069168648573       0.4792212675670595       0.06060715712619667      0.12408234678749196      0.034746619421616144     0.034223384618944815     0.0023541939254859935    1.293017730718955E-4
0.45                      1.07                     4.507197408452289E-11    1220.9930199442638       0.460681825658541        2.008902757507354        3.025670884529561        0.9738036698110896       0.8789261186433951       1.4593309312907152       1.7744469435593175       0.4760003471451322       0.05985967798627644      0.1225520165384939       0.034318083017139615     0.03380130136486869      0.002325159221763402     1.2770707068510156E-4
0.47000000000000003       1.07                     4.4622000025826344E-11   1218.9227984139457       0.45099453002488976      1.9536192440080924       2.9173423166700867       0.9384481203041802       0.8563716742521355       1.4449966264316485       1.763981990591079        0.4739362424473493       0.058284882081632364     0.11932790274030511      0.03341523859149774      0.032912052495650934     0.002263988641779362     1.2434733707686037E-4
0.49                      1.07                     4.424276638834571E-11    1217.116021912469        0.4404616047540251       1.8939167479295653       2.802899944545994        0.9016867253992982       0.8330710771778594       1.4329633148267455       1.7572120579601425       0.473028953473711        0.05588276941226447      0.11441000539292559      0.032038086144690565     0.031555638011291555     0.002170682185533874     1.1922257224717193E-4
0.51                      1.07                     4.3934273172081015E-11   1215.5726904398332       0.429083049845947        1.8297952692717718       2.6823437681572817       0.8635194850964434       0.8090243274205664       1.4232309964760064       1.7541371456665082       0.4732784802242173       0.05265333997817272      0.1077983244963553       0.030186625676718058     0.02973205791179054      0.0020452398530269385    1.1233277619603622E-4
0.53                      1.07                     4.370281351703478E-11    1214.3167291115547       0.4170531245606227       1.7602155436837545       2.5533448007767725       0.8233305114037073       0.7845187999470933       1.4160629084632272       1.7552775549933426       0.47473454552122796      0.049217385080661806     0.10076381954091913      0.028216762333267392     0.027791857916169303     0.0019117753493030421    1.0500237032469416E-4
0.55                      1.07                     4.3455632562393465E-11   1212.9883721893862       0.4075850318201699       1.6899569238711776       2.415448848721133        0.7800416289578156       0.7634244651562297       1.407375634062547        1.757004271949149        0.47586702001381465      0.051353037396893855     0.10513618683028789      0.02944115070202876      0.028997808732812335     0.0019947315536231825    1.0955865780372761E-4
0.5700000000000001        1.07                     4.340433729991467E-11    1212.3660794594946       0.3955595815384223       1.6083153507168895       2.2693104944271827       0.7363657637369023       0.7415670404886826       1.4048412507592527       1.7688327644839377       0.4796245849345986       0.05785393001267882      0.1184456052262122       0.033168169957380686     0.032668704364712906     0.002247248956385547     1.2342792641206597E-4
0.59                      1.07                     4.371857744644757E-11    1213.0892553497756       0.3758922921006207       1.5065795469667027       2.1153877267054835       0.6941942344722027       0.713630929862577        1.4153458070180267       1.7978517662535745       0.48861909143485793      0.062454854906009216     0.12786517851140536      0.03580592090687855      0.03526673452638938      0.002425964968637076     1.3324372663578408E-4
0.61                      1.07                     4.434622707231122E-11    1214.9487668172205       0.3495852675229278       1.389349420792054        1.9575676094865961       0.6538541744278434       0.680220436342615        1.4365330185606173       1.841272025303972        0.502333729812835        0.06260388123388727      0.12817028334345892      0.03589135901920905      0.03535088606193658      0.0024317536723556404    1.3356166546252865E-4
0.63                      1.07                     4.5287286177505596E-11   1217.9446138618289       0.3166385078053442       1.2566249721929479       1.7958501427705271       0.6153455836038262       0.6413355599287972       1.4684028853870235       1.8990935416351271       0.5207685000685291       0.05830100899631288      0.11936091972237262      0.03342448429437211      0.03292115897135444      0.002264615067541235     1.243817428922994E-4
0.65                      1.07                     4.65417547620307E-11     1222.0767964836          0.2770520129478702       1.1084062011693847       1.6302353265572758       0.5786684620001509       0.596976300621124        1.5109554074972449       1.971316315247041        0.5439234022019407       0.04954623819328609      0.1014370876481466       0.02840529673236777      0.027977553254643        0.0019245491541938615    1.0570395892509645E-4
0.67                      1.07                     4.8109632825886556E-11   1227.3453146825352       0.23082578295050535      0.944693107721363        1.460723160846841        0.5438228096168174       0.5471426584195954       1.5641905848912832       2.0579403461397145       0.5717984362130697       0.03633956882480682      0.07439878712078071      0.020833796333195997     0.02052006891180222      0.0014115559323135184    7.752831356091964E-5
0.01                      1.09                     5.6113741735721406E-11   1271.008533454426        0.585199004485594        2.6447389025657726       4.2583016447380295       1.3940376143103268       1.1854574486716738       1.8157770266749604       2.160153066717559        0.575284128930891        0.07266498970070587      0.14876860883902565      0.04165948152210466      0.04103214882164495      0.002822562308816203     1.5502644331243703E-4
0.03                      1.09                     5.606335324274493E-11    1270.5553788716616       0.584691100079992        2.6423818115145856       4.254051175528743        1.3925867487517756       1.1842847274373458       1.8141426654758905       2.1582647856191914       0.5747860757229372       0.07262975434881534      0.1486964707391746       0.04163928078310981      0.04101225227712592      0.0028211936445310544    1.5495127078017705E-4
0.05                      1.09                     5.5965113135386956E-11   1269.9052566118155       0.5836928032985282       2.637725791971482        4.245570577901848        1.3896850803264764       1.1819598908107574       1.810955309267496        2.1546028738527476       0.5738226596474838       0.07251144134030778      0.1484542459517532       0.0415714508885203       0.040945443804536644     0.0028165979535410522    1.5469885699766542E-4
0.06999999999999999       1.09                     5.581902141364755E-11    1269.058166674889        0.5822041141412029       2.630770843936466        4.2328598518573495       1.385332609034431        1.1784829387919102       1.806214958049779        2.1491673314182287       0.572393880704532        0.07231005067518323      0.14804193447676162      0.041455991838336204     0.040831723403877175     0.0028087752358461997    1.5426920196490233E-4
0.09                      1.09                     5.5625078077526626E-11   1268.0141090608804       0.5802250326080155       2.6215169674095327       4.215918997395241        1.3795293348756368       1.1738538713808022       1.7999216118227372       2.1419581583156315       0.5704997388940807       0.07202558235344159      0.14745953631419967      0.04129290363255746      0.04067109107514745      0.002797725491446493     1.536623056818876E-4
0.11                      1.09                     5.5383099473225924E-11   1266.7730414958428       0.5777574042545746       2.609971268868747        4.194748122053569        1.3722733124855173       1.1680701115839833       1.7920693240565129       2.132967301644068        0.5681379441286182       0.07165681270605968      0.14670454621994616      0.041081484730906254     0.04046285584227117      0.0027834011887579117    1.5287555752337733E-4
0.13                      1.09                     5.508951083961216E-11    1265.3399635455078       0.5748385651165748       2.5963364756524774       4.169574180356022        1.3636058686276253       1.1611195596912236       1.7825444196802416       2.122018493869253        0.56525450198127         0.07134961160976558      0.14607560675518144      0.04090536362434109      0.04028938686975454      0.0027714684238982707    1.5222016221490332E-4
0.15000000000000002       1.09                     5.475494229461234E-11    1263.754518639681        0.5714720692030613       2.5805253550295015       4.1402769585868695       1.353523825516717        1.153098935045829        1.771690786873255        2.109597622053709        0.5619897799668372       0.07099125731589075      0.14534194023997468      0.04069991593700864      0.040087032933179154     0.002757548689962304     1.514556345950141E-4
0.17                      1.09                     5.4381265083114304E-11   1262.011018284029        0.5676739396707927       2.5625160396017064       4.106582988956899        1.3419209163496966       1.143972851298869        1.7595718569093837       2.0958172201027128       0.5583769361755803       0.07056025666043252      0.14445954325367738      0.040452819447818575     0.03984365736662599      0.0027408071172987402    1.5053612027379526E-4
0.19                      1.09                     5.3968479205118106E-11   1260.1094624785533       0.5634441765197696       2.5423085293690937       4.06849227146611         1.328797141126565        1.1337413084503443       1.7461876297886278       2.080677288016266        0.5544159706075          0.07005660964339094      0.14342841579628957      0.0401640741567709       0.03955926017009509      0.0027212437059075806    1.4946161925124694E-4
0.21000000000000002       1.09                     5.351658466062372E-11    1258.0498512232527       0.5587827797499917       2.5199028243316612       4.0260048061145035       1.314152499847322        1.1224043065002545       1.7315381055109875       2.0641778257943684       0.5501068832625962       0.06948031626476601      0.1422485578678112       0.03983368006386561      0.03923384134358644      0.0026988584557888252    1.48232131527369E-4
0.23                      1.09                     5.3025581449631165E-11   1255.8321845181283       0.553689749361459        2.4952989244894117       3.9791205929020776       1.2979869925119676       1.1099618454486002       1.7156232840764631       2.0463188334370197       0.5454496741408685       0.06883137652455773      0.14091996946824242      0.039461637169102726     0.038867400887100056     0.002673651366942475     1.4684765710216164E-4
0.25                      1.09                     5.249544804369807E-11    1253.4576842799759       0.5481740539866032       2.468530208421153        3.927847496056547        1.280295737915547        1.096412553949918        1.6984431807416835       2.027099921762109        0.5404436719205394       0.06813084673076084      0.13948575963345533      0.03906001724015802      0.038471828784613527     0.0026464403400047703    1.4535311835917086E-4
0.27                      1.09                     5.193677496942351E-11    1250.9782146232903       0.5423515289755048       2.439900933123891        3.8722070419667545       1.261054326504418        1.0818459797386015       1.6803507563121023       2.0070047845358303       0.5352212702253708       0.06738194963224114      0.13795252636707434      0.03863066790747056      0.038048944843872265     0.0026173505578115865    1.43755390841852E-4
