% Model,OC_transient.mph
% Version,COMSOL 5.3.1.180
% Date,"Jan 29 2018, 15:09"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp"
168.20000000000002,4.223758448373681E7,681.2084567634603,631.3246021777676,746.6616904728146,717.8108120762369
168.3,4.224065104987692E7,681.2153503309924,631.3279730334368,746.6718567233692,717.8216106965953
168.4,4.2243715548756994E7,681.2222219296771,631.3313320897679,746.6819416527932,717.832284138179
168.5,4.224677798037733E7,681.2290715595124,631.3346793467647,746.691945261087,717.8428324009878
168.60000000000002,4.2249838344737664E7,681.2358992205011,631.3380148044226,746.7018675482503,717.853255485022
168.70000000000002,4.2252896641838126E7,681.24270491264,631.341338462747,746.7117085142834,717.8635533902813
168.8,4.225595287167871E7,681.2494886359311,631.3446503217332,746.721468159186,717.8737261167656
168.9,4.2259007034259446E7,681.2562503903739,631.3479503813835,746.7311464829583,717.8837736644753
169,4.226205912958032E7,681.2629901759702,631.3512386416975,746.7407434856001,717.8936960334102
169.10000000000002,4.226510915764118E7,681.2697079927176,631.3545151026757,746.7502591671117,717.9034932235702
169.20000000000002,4.226815711844219E7,681.276403840616,631.3577797643171,746.7596935274928,717.9131652349554
169.3,4.22712030119834E7,681.2830777196654,631.361032626622,746.7690465667436,717.9227120675658
169.4,4.227424683826469E7,681.2897296298681,631.3642736895904,746.7783182848639,717.9321337214013
169.5,4.227728859728614E7,681.2963595712218,631.3675029532224,746.787508681854,717.9414301964621
169.60000000000002,4.228032828904757E7,681.302967543727,631.3707204175183,746.7966177577135,717.9506014927482
169.70000000000002,4.228336591354925E7,681.3095535473858,631.3739260824782,746.805645512443,717.9596476102594
169.8,4.228640147079097E7,681.3161175821948,631.3771199481014,746.8145919460417,717.9685685489958
169.9,4.228943496077279E7,681.3226596481558,631.3803020143883,746.8234570585104,717.9773643089574
170,4.229246638349477E7,681.3291797452695,631.3834722813385,746.8322408498484,717.9860348901441
170.10000000000002,4.229549573895684E7,681.3356778735351,631.3866307489521,746.8409433200562,717.9945802925561
170.20000000000002,4.2298523027159005E7,681.3421540329517,631.3897774172299,746.8495644691337,718.0030005161933
170.3,4.230154824810135E7,681.3486082235197,631.392912286171,746.8581042970807,718.0112955610557
170.4,4.230457140178375E7,681.3550404452407,631.3960353557761,746.8665628038973,718.019465427143
170.5,4.2307592488206305E7,681.3614506981122,631.3991466260452,746.8749399895836,718.0275101144558
170.60000000000002,4.231061150736894E7,681.3678389821367,631.4022460969773,746.8832358541395,718.0354296229938
170.70000000000002,4.23136284592717E7,681.3742052973126,631.4053337685727,746.8914503975652,718.0432239527569
170.8,4.2316643343914606E7,681.3805496436405,631.4084096408327,746.8995836198603,718.0508931037452
170.9,4.231965616129757E7,681.38687202112,631.4114737137559,746.9076355210251,718.0584370759588
171,4.232266691142067E7,681.3931724297496,631.4145259873426,746.9156061010596,718.0658558693974
171.10000000000002,4.2325675594283916E7,681.3994508695337,631.4175664615935,746.9234953599636,718.0731494840613
171.20000000000002,4.2328682209887154E7,681.4057073404691,631.4205951365072,746.9313032977373,718.0803179199504
171.3,4.233168675823064E7,681.4119418425562,631.4236120120848,746.9390299143805,718.0873611770647
171.4,4.233468923931416E7,681.4181543757946,631.4266170883261,746.9466752098934,718.0942792554042
171.5,4.233768965313787E7,681.4243449401844,631.4296103652318,746.954239184276,718.1010721549688
171.60000000000002,4.234068799970161E7,681.4305135357256,631.4325918427998,746.9617218375283,718.1077398757587
171.70000000000002,4.234368427900557E7,681.4366601624207,631.4355615210324,746.9691231696501,718.1142824177738
171.8,4.234667849104954E7,681.442784820266,631.438519399928,746.9764431806416,718.1206997810141
171.9,4.234967063583368E7,681.4488875092636,631.4414654794878,746.9836818705026,718.1269919654795
172,4.235258452595388E7,681.4552598566784,631.4446168208535,746.9921043298312,718.1349235731598
172.10000000000002,4.2355274713463224E7,681.4624586026611,631.44838781139,747.0041257194092,718.1478633726845
172.20000000000002,4.235795957699504E7,681.4696478457366,631.4521562811162,747.0161198655999,718.1607534233626
172.3,4.23606391165493E7,681.4768275859051,631.455922230033,747.028086768403,718.1735937251938
172.4,4.236331333212608E7,681.4839978231659,631.4596856581398,747.0400264278188,718.1863842781784
172.5,4.236598222372533E7,681.4911585575193,631.4634465654364,747.0519388438471,718.1991250823162
172.60000000000002,4.236864579134709E7,681.4983097889645,631.4672049519241,747.0638240164878,718.2118161376071
172.70000000000002,4.2371304034991324E7,681.5054515175025,631.4709608176015,747.0756819457413,718.2244574440515
172.8,4.237395695465805E7,681.5125837431317,631.4747141624687,747.0875126316074,718.237049001649
172.9,4.237660455034733E7,681.5197064658543,631.4784649865263,747.0993160740861,718.2495908103998
173,4.2379246822058976E7,681.5268196856698,631.482213289774,747.1110922731772,718.262082870304
173.10000000000002,4.238188376979322E7,681.5339234025776,631.4859590722123,747.1228412288809,718.2745251813612
173.20000000000002,4.238451539354986E7,681.5410176165764,631.4897023338394,747.1345629411973,718.2869177435717
173.3,4.238714169332897E7,681.5481023276687,631.4934430746588,747.146257410126,718.2992605569356
173.4,4.238976266913059E7,681.555177535855,631.497181294667,747.1579246356677,718.3115536214526
173.5,4.2392378320954785E7,681.5622432411318,631.5009169938655,747.1695646178217,718.3237969371229
173.60000000000002,4.239498864880143E7,681.5692994435019,631.5046501722542,747.1811773565884,718.3359905039466
173.70000000000002,4.2397593652670495E7,681.5763461429632,631.508380829833,747.1927628519675,718.3481343219233
173.8,4.2400193332562074E7,681.5833833395172,631.5121089666015,747.2043211039594,718.3602283910535
173.9,4.240278768847612E7,681.5904110331645,631.5158345825619,747.2158521125639,718.3722727113368
174,4.240537672041275E7,681.5974292239034,631.5195576777113,747.2273558777807,718.3842672827735
174.10000000000002,4.240796042837174E7,681.6044379117362,631.5232782520504,747.2388323996103,718.3962121053634
174.20000000000002,4.241053881235326E7,681.6114370966599,631.5269963055804,747.2502816780523,718.4081071791064
174.3,4.241311187235737E7,681.6184267786766,631.5307118383007,747.261703713107,718.4199525040028
174.4,4.241567960838386E7,681.6254069577858,631.5344248502101,747.2730985047742,718.4317480800526
174.5,4.2418242020432815E7,681.6323776339868,631.5381353413105,747.2844660530541,718.4434939072553
174.60000000000002,4.242079910850435E7,681.6393388072793,631.5418433116008,747.2958063579464,718.4551899856116
174.70000000000002,4.242335087259827E7,681.6462904776664,631.5455487610817,747.3071194194514,718.4668363151208
174.8,4.2425897312714726E7,681.6532326451459,631.5492516897526,747.318405237569,718.4784328957836
174.9,4.2428438428853676E7,681.6601653097155,631.5529520976133,747.3296638122991,718.4899797275995
175,4.243097422101511E7,681.6670884713809,631.556649984664,747.3408951436419,718.5014768105686
175.10000000000002,4.243350468919902E7,681.6740021301351,631.5603453509063,747.3520992315971,718.512924144691
175.20000000000002,4.243602983340548E7,681.6809062859841,631.5640381963372,747.363276076165,718.5243217299667
175.3,4.24385496536343E7,681.6878009389252,631.5677285209588,747.3744256773452,718.5356695663957
175.4,4.244106414988571E7,681.6946860889578,631.5714163247703,747.3855480351385,718.5469676539778
175.5,4.244357332215957E7,681.7015617360839,631.5751016077726,747.3966431495439,718.5582159927133
175.60000000000002,4.244607717045593E7,681.708427880303,631.5787843699645,747.4077110205623,718.569414582602
175.70000000000002,4.244857569477478E7,681.7152845216117,631.5824646113468,747.4187516481928,718.5805634236439
175.8,4.2451068895116076E7,681.7221316600148,631.5861423319193,747.4297650324362,718.5916625158391
