% Model:              scaling_cr.mph
% Version:            COMSOL 5.3.1.180
% Date:               Aug 7 2018, 11:35
% Table:              Table 1 - 
% Time (s)               Temperature (W), Probe PintTemperature (degC), average_fuel_temp_probeTemperature (degC), average_flibe_temp_probeTemperature (degC), max fuel tempTemperature (degC), max flibe tempTemperature (degC), Tp11 Temperature (degC), Tp211Temperature (degC), Tp221Temperature (degC), Tp231Temperature (degC), Tp241Temperature (degC), Tp31
0                        2.4112095559153742E8     746.279526830307         668.5771732004991        919.8216610622611        843.6153406613729        717.9114555397325        747.2118354620438        746.2709349699657        745.3558100588278        717.911472976434         716.120551339221
1                        3.256058433082665E8      760.0258577021165        668.6977061646287        950.6292292256259        844.1739983509002        721.171098428555         761.3006360005307        760.0140710766037        758.7628660292042        721.2453851906554        719.0023034731022
2                        3.3051149018913126E8     763.2674630726855        669.0462106923226        961.8798923925827        846.8409548845719        724.1156502740173        764.552530618456         763.2555732633001        761.9942853362667        724.17517381577          721.8712754440062
3                        3.314027837267145E8      765.8021076743604        669.5615404324002        969.8755584435486        848.4331935728281        726.3812707418438        767.0962786994081        765.7901331237077        764.519911200014         726.4329627149842        724.0899540367068
4                        3.317877524977563E8      768.2625449425833        670.096808349698         977.5063083367112        849.9159701773086        728.5665174724805        769.5659862016115        768.2504851232767        766.9711635029172        728.6113207176479        726.2315238574885
5                        3.3225158070591116E8     769.7559825309344        670.7290490165127        980.7038305560055        850.9744099037806        730.2086610933999        771.0547477769784        769.7439629076767        768.4692369080768        730.2474601407827        727.859970193001
6                        3.324414720788925E8      771.2082993454795        671.3660496116967        983.6519361413979        852.0475790428565        731.7948021548275        772.5028581121454        771.1963160519916        769.9257238722986        731.8281244086091        729.4335084477642
7                        3.3093281354947436E8     772.4056461184149        672.0325642217232        985.0535297401765        853.2120781497516        733.0336984145152        773.6989097563604        772.3936751811153        771.1243534178215        733.0648140532854        730.6665882346947
8                        3.2942415502003187E8     773.602992891363         672.699078831782         986.4551233389556        854.376577256647         734.2725946742584        774.894961400539         773.5910343102342        772.3229829632945        734.3015036979928        731.8996680216412
9                        3.279154964906319E8      774.800339664309         673.3655934417641        987.8567169377346        855.5410763635422        735.5114909339572        776.0910130447486        774.7883934393623        773.5216125088226        735.538193342658         733.1327478085743
10                       3.264367379315427E8      775.82730848321          674.0420622524157        988.4563044974935        856.746636503979         736.6365866828498        777.1148202767757        775.8153915382371        774.5517136345298        736.6613347419716        734.2565535993914
11                       3.250034829715078E8      776.5949857368879        674.7336799728889        987.835350337168         858.0146858303673        737.588493871361         777.8764954537897        776.5831238277034        775.3253379291613        737.6116714939243        735.2140595562076
12                       3.2357022801147723E8     777.362662990597         675.4252976933562        987.2143961768426        859.2827351567561        738.5404010599232        778.6381706308238        777.3508561171317        776.09896222378          738.5620082459199        736.1715655129948
13                       3.2213697305145437E8     778.1303402442983        676.1169154138288        986.5934420165169        860.5507844831444        739.4923082484723        779.3998458078544        778.1185884065895        776.8725865184252        739.5123449978639        737.1290714697644
14                       3.2110557255180997E8     778.7220082991654        676.6819778998348        985.9364011234696        862.1465855462151        740.2062110323982        779.9875352127027        778.7102932174192        777.4681964673588        740.2250535097179        737.8461023531999
15                       3.202865990664807E8      779.2206349366157        677.1801411642742        985.2602841776624        863.8069840933518        740.7943006923397        780.4832528175169        779.2089469477627        777.9697050445872        740.8121477443694        738.4360140756069
16                       3.1946762558119E8        779.7192615740838        677.6783044286649        984.5841672318548        865.4673826404886        741.3823903522583        780.9789704223089        779.7076006781193        778.471213621796         741.3992419790147        739.0259257980194
17                       3.1864865209585696E8     780.2178882115164        678.1764676931136        983.9080502860478        867.1277811876251        741.9704800122128        781.4746880270897        780.2062544084528        778.9727221990432        741.9863362136775        739.6158375203938
18                       3.178296786105399E8      780.716514848982         678.6746309575198        983.2319333402405        868.7881797347617        742.5585696721457        781.9704056318845        780.7049081387669        779.4742307762414        742.5734304483559        740.2057492427836
19                       3.170107051252416E8      781.2151414864169        679.1727942219414        982.5558163944332        870.4485782818984        743.146659332064         782.4661232366572        781.2035618691053        779.9757393534527        743.1605246829884        740.7956609652196
20                       3.161917316398989E8      781.7137681238893        679.6709574863229        981.8796994486257        872.1089768290352        743.7347489920206        782.9618408414323        781.7022155994576        780.4772479307077        743.7476189176617        741.3855726876154
21                       3.154121820695241E8      782.1884733237124        680.1529637031803        981.2234423614055        873.7437645263298        744.293675193118         783.4338065017586        782.1769463040758        780.9546671652673        744.3056386187069        741.946332176611
22                       3.148258070197604E8      782.5459650948372        680.55580147788          980.6644972399739        875.2530607890943        744.7097024155427        783.789389238097         782.5344557984805        781.314050247932         744.7211950685919        742.3642476907153
23                       3.142394319700164E8      782.9034568659537        680.9586392526286        980.105552118542         876.7623570518587        745.1257296380013        784.1449719745168        782.8919652928652        781.6734333305413        745.136751518497         742.7821632048581
24                       3.1365305692025334E8     783.2609486370862        681.3614770273726        979.5466069971104        878.2716533146232        745.5417568604315        784.5005547108548        783.2494747872535        782.0328164132035        745.5523079684219        743.2000787189972
25                       3.1306668187050307E8     783.618440408209         681.7643148021582        978.9876618756788        879.7809495773876        745.9577840828662        784.8561374472109        783.6069842816138        782.3921994958445        745.9678644182961        743.6179942331104
26                       3.124803068207549E8      783.9759321793714        682.1671525768458        978.4287167542467        881.2902458401524        746.3738113052838        785.2117201835944        783.964493775968         782.7515825784825        746.3834208681984        744.0359097472686
