 9.48500000e-02 1.44930000e-01 7.62000000e-02 4.02800000e-02 8.25900000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 6.06700000e-02 7.22400000e-02 3.71200000e-02 2.53200000e-02 3.73700000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 8.21100000e-02 9.44900000e-02 5.51800000e-02 3.09000000e-02 5.80600000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 1.10300000e-01 5.74900000e-02 3.59100000e-02 2.75300000e-02 4.29400000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 1.49070000e-01 5.14800000e-02 3.58200000e-02 2.63100000e-02 4.62200000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 7.37400000e-02 4.01000000e-02 3.51200000e-02 2.83900000e-02 5.15400000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 7.17900000e-02 4.38300000e-02 3.38600000e-02 2.43800000e-02 3.98900000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 6.88800000e-02 8.90800000e-02 3.59700000e-02 2.22100000e-02 3.94800000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 4.59400000e-02 5.24300000e-02 3.06200000e-02 2.04200000e-02 3.43700000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 6.46600000e-02 5.77900000e-02 3.45300000e-02 2.25200000e-02 3.89900000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 8.70200000e-02 3.54000000e-02 2.78900000e-02 2.47200000e-02 2.52300000e-02 5.09400000e-02 1.00000000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 6.52400000e-02 3.14500000e-02 3.18200000e-02 2.30400000e-02 1.81300000e-02 1.79700000e-02 2.51900000e-02 6.53600000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 6.14700000e-02 4.10200000e-02 2.90100000e-02 2.49600000e-02 2.17300000e-02 1.77600000e-02 1.55300000e-02 1.72300000e-02 2.31700000e-02 7.41700000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 1.24800000e-01 3.88600000e-02 2.48400000e-02 2.41100000e-02 2.88600000e-02 2.10900000e-02 1.76600000e-02 1.37100000e-02 1.23500000e-02 1.52700000e-02 2.69100000e-02 1.11540000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 4.71200000e-02 4.06800000e-02 2.63400000e-02 2.49400000e-02 1.74600000e-02 1.53600000e-02 2.05500000e-02 2.01300000e-02 1.38700000e-02 1.24000000e-02 1.06200000e-02 1.35300000e-02 4.27300000e-02 8.46470000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 4.06700000e-02 3.80200000e-02 2.80500000e-02 2.53300000e-02 2.15100000e-02 1.72200000e-02 1.78700000e-02 1.39800000e-02 1.74400000e-02 1.86500000e-02 1.08200000e-02 1.11600000e-02 1.19500000e-02 1.37300000e-02 4.06600000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 7.98800000e-02 4.59900000e-02 2.35500000e-02 2.18600000e-02 2.02800000e-02 1.99600000e-02 2.01900000e-02 1.26400000e-02 1.28500000e-02 1.80700000e-02 1.68100000e-02 1.63100000e-02 9.86000000e-03 8.89000000e-03 1.22200000e-02 1.76200000e-02 5.07700000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 5.41700000e-02 3.21900000e-02 2.64800000e-02 2.60400000e-02 1.73400000e-02 1.69700000e-02 2.16300000e-02 1.71900000e-02 1.64500000e-02 1.19900000e-02 1.07600000e-02 1.49000000e-02 1.45400000e-02 1.19500000e-02 1.03000000e-02 8.17000000e-03 1.05200000e-02 2.53800000e-02 1.16000000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 4.71600000e-02 2.93600000e-02 2.65300000e-02 2.47400000e-02 2.24400000e-02 1.82900000e-02 1.43200000e-02 1.33500000e-02 1.75000000e-02 1.41100000e-02 1.18400000e-02 1.19000000e-02 1.07900000e-02 1.36100000e-02 1.38000000e-02 9.03000000e-03 9.07000000e-03 9.64000000e-03 1.08200000e-02 2.53000000e-02 9.60880000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 9.49800000e-02 3.70600000e-02 2.24200000e-02 2.01500000e-02 1.86600000e-02 2.15600000e-02 1.64400000e-02 1.42800000e-02 1.45100000e-02 1.29600000e-02 1.40500000e-02 1.25200000e-02 1.04700000e-02 1.07400000e-02 1.08500000e-02 1.17600000e-02 1.22300000e-02 8.25000000e-03 7.57000000e-03 8.96000000e-03 1.26000000e-02 3.31400000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 5.07600000e-02 3.04100000e-02 2.74700000e-02 2.27700000e-02 1.88800000e-02 1.69000000e-02 1.62700000e-02 1.60800000e-02 1.51600000e-02 1.18300000e-02 1.23500000e-02 1.26200000e-02 1.20500000e-02 1.18200000e-02 9.46000000e-03 9.12000000e-03 1.10000000e-02 1.18700000e-02 1.01800000e-02 8.46000000e-03 7.48000000e-03 9.31000000e-03 1.56400000e-02 5.52100000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 5.33000000e-02 2.81100000e-02 2.54300000e-02 2.25900000e-02 2.09800000e-02 1.98700000e-02 1.45800000e-02 1.37200000e-02 1.49500000e-02 1.40600000e-02 1.41100000e-02 1.25200000e-02 1.09400000e-02 1.17400000e-02 1.20700000e-02 1.10100000e-02 1.01200000e-02 9.12000000e-03 1.05200000e-02 1.20500000e-02 8.81000000e-03 7.67000000e-03 7.86000000e-03 9.31000000e-03 1.69600000e-02 1.33330000e-01 NaN NaN NaN NaN NaN NaN NaN NaN
