% Model,RI_ramp.mph
% Version,COMSOL 5.3.1.180
% Date,"Feb 2 2018, 22:22"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp11","Temperature (degC), Tp12","Temperature (degC), Tp13","Temperature (degC), Tp14","Temperature (degC), Tp21","Temperature (degC), Tp22","Temperature (degC), Tp23","Temperature (degC), Tp24","Temperature (degC), Tp31","Temperature (degC), Tp32","Temperature (degC), Tp33","Temperature (degC), Tp34","Temperature (degC), Tp44"
0,1.0000000697714042E7,696.2055322291372,678.8115067282482,716.9614008587422,693.1675561186321,704.0218675676956,703.2943474194577,702.5866497621997,695.2711165401579,699.9542381788544,699.2267180306175,698.5190203733599,691.2034871512798,695.9974380876702,695.2699179394339,694.562220282173,687.2466870596435,683.5182105862383
0.1,1.0000131298824206E7,696.205598626995,678.8115471143149,716.9615311376647,693.167557230629,704.0219684505006,703.2944412422601,702.5867366322573,695.2711306707063,699.9543377765201,699.2268105364144,698.5191058950312,691.2034996051614,695.9975346522215,695.2700073369098,694.5623026214644,687.2466955569909,683.5182111745024
0.2,1.0000199147926586E7,696.2056560736291,678.81158552914,716.9616424137805,693.1675593009736,704.0220549066092,703.2945224115193,702.5868126801001,695.2711540038891,699.9544208132415,699.2268882333692,698.5191784188395,691.2035188770095,695.9976113869659,695.270078650838,694.5623686833324,687.2467075502658,683.5182123411868
0.30000000000000004,1.0000242444479166E7,696.2057040177652,678.811622472633,716.9617350401819,693.1675620831106,704.0221269437861,703.2945906132737,702.5868771832651,695.2711806329768,699.9544878935278,699.226951426371,698.5192378627208,691.203539977113,695.9976707759496,695.2701340936961,694.5624203200902,687.246720562062,683.5182139461157
0.4,1.0000261188481987E7,696.2057424594061,678.8116579447938,716.9618090168689,693.16756557704,704.0221845620301,703.2946458475224,702.5869301417504,695.2712105579666,699.9545390173788,699.2270001154166,698.5192842266742,691.2035629054736,695.9977128191737,695.2701736654855,694.5624575317337,687.2467345923816,683.5182159892888
0.5,1.0000272486105798E7,696.205765284825,678.8116877980916,716.961853847294,693.1675713690058,704.022219597047,703.2946800553648,702.5869635445121,695.271235620538,699.9545666176008,699.227026882969,698.5193101839438,691.2035804429215,695.9977328387708,695.2701928624878,694.5624759283697,687.2467445172507,683.5182196109477
0.6000000000000001,1.0000283783729592E7,696.2057881102437,678.8117176513919,716.9618986777192,693.1675771609716,704.0222546320648,703.2947142632075,702.5869969472759,695.2712606831085,699.9545942178216,699.2270536505232,698.5193361412144,691.2035979803692,695.9977528583667,695.2702120594889,694.5624943250059,687.2467544421189,683.5182232326055
0.7000000000000001,1.0000295081353407E7,696.2058109356632,678.8117475046907,716.9619435081446,693.1675829529374,704.0222896670823,703.2947484710498,702.5870303500379,695.271285745679,699.9546218180444,699.2270804180762,698.5193620984842,691.2036155178167,695.9977728779635,695.2702312564899,694.5625127216407,687.2467643669889,683.5182268542658
0.8,1.0000306378977222E7,696.2058337610824,678.8117773579891,716.9619883385698,693.1675887449032,704.0223247020995,703.2947826788921,702.5870637528016,695.2713108082506,699.9546494182645,699.2271071856296,698.5193880557546,691.2036330552646,695.9977928975601,695.2702504534913,694.5625311182772,687.2467742918582,683.518230475925
0.9,1.0000311749113822E7,696.2058497845522,678.8117996965444,716.9620178861838,693.1675966245529,704.0223480074633,703.2948056083785,702.5870863150338,695.271329552113,699.9546674823233,699.227124882883,698.5194053946141,691.2036466522613,695.9978063586184,695.2702635606224,694.5625438795294,687.2467833904974,683.5182361148338
