% Model,RI.mph
% Version,COMSOL 5.3.1.180
% Date,"Feb 2 2018, 11:45"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp11","Temperature (degC), Tp12","Temperature (degC), Tp13","Temperature (degC), Tp14","Temperature (degC), Tp21","Temperature (degC), Tp22","Temperature (degC), Tp23","Temperature (degC), Tp24","Temperature (degC), Tp31","Temperature (degC), Tp32","Temperature (degC), Tp33","Temperature (degC), Tp34","Temperature (degC), Tp44"
0,1.0000000202685708E7,690.989690246297,674.7127590284773,709.1561732628289,680.4776171453393,698.8061954287364,698.078659471891,697.3709464367821,690.0552542545449,694.7384776525491,694.0109416957051,693.3032286605973,685.9875364783711,690.7815915822804,690.0540556254336,689.3463425903285,682.0306504081865,678.302092916454
0.1,1.0000043767836003E7,690.989711192535,674.712767069774,709.1562187229694,680.4776172507476,698.8062273652027,698.0786890729131,697.3709737358841,690.0552574547612,694.7385094370031,694.0109711378682,693.3032557940421,685.9875394412419,690.7816228375469,690.0540845159941,689.3463691499666,682.0306525636153,678.3020929969172
0.2,1.0000060632380778E7,690.9897276339472,674.7127750134454,709.1562536279843,680.4776175086145,698.8062520033716,698.0787122459371,697.3709954961333,690.0552647372904,694.7385330644038,694.0109932819058,693.3032765075056,685.9875454921485,690.7816444579072,690.0541046256463,689.3463878025073,682.0306562800041,678.3020932465374
0.30000000000000004,1.0000069262794912E7,690.9897390458538,674.7127828481534,709.1562780932468,680.4776179490551,698.8062692644545,698.078728738819,697.371011248374,690.0552729002981,694.7385485396456,694.0110079746057,693.3032904456264,685.9875516971965,690.7816573850367,690.0541167583692,689.3463991692462,682.0306597971257,678.3020936773014
0.4,1.0000074615854934E7,690.9897480980353,674.7127906110146,709.1562977849889,680.477618511677,698.8062831498877,698.0787421514873,697.3710242047204,690.0552811755107,694.7385602461447,694.0110191985941,693.303301203866,685.9875576774344,690.7816664182263,690.054125305942,689.3464072481576,682.0306630689842,678.3020942254939
0.5,1.000007855936827E7,690.9897556606138,674.7127982388123,709.1563143151608,680.4776193035602,698.8062947950035,698.0787534542005,697.3710351765328,690.0552887487027,694.7385697302881,694.0110283355708,693.3033100053556,685.9875630332967,690.781673528748,690.0541320696047,689.3464136766911,682.0306660562527,678.3020949777402
0.6000000000000001,1.0000081093334997E7,690.9897617335934,674.7128057315485,709.156327683762,680.4776203247048,698.8063041997992,698.0787626469574,697.3710441638132,690.055295619874,694.7385769920764,694.0110353855418,693.3033168500975,685.9875677647826,690.7816787166004,690.0541370493551,689.3464184548463,682.0306687589314,678.3020959340388
0.7000000000000001,1.0000083627301699E7,690.9897678065718,674.7128132242852,709.1563410523634,680.4776213458495,698.8063136045969,698.078771839714,697.3710531510935,690.0553024910436,694.7385842538648,694.0110424355124,693.3033236948376,685.9875724962665,690.7816839044532,690.0541420291053,689.3464232330012,682.0306714616091,678.302096890339
0.8,1.0000086161268381E7,690.9897738795505,674.7128207170217,709.1563544209646,680.4776223669942,698.8063230093936,698.0787810324701,697.371062138374,690.055309362215,694.7385915156517,694.0110494854815,693.303330539577,685.9875772277519,690.7816890923061,690.0541470088556,689.3464280111568,682.0306741642868,678.3020978466388
0.9,1.0000088241137885E7,690.9897791973394,674.7128279691216,709.156365799197,680.4776237886531,698.8063310007057,698.0787888542493,697.3710697956974,690.0553153241569,694.7385977546536,694.011055556275,693.3033364472169,685.9875814536468,690.7816937004206,690.0541514519922,689.3464322942922,682.0306767983606,678.3020991337438
1,1.0000089866910227E7,690.9897837599374,674.7128349805871,709.1563751870601,680.4776256108263,698.8063375785292,698.0787953050514,697.371076123066,690.055320376869,694.7386029708701,694.0110606478888,693.3033414177569,685.9875851739525,690.7816977287966,690.0541553585141,689.3464360824106,682.0306793638293,678.3021007516537
1.1,1.0000091492682543E7,690.9897883225357,674.712841992053,709.1563845749233,680.4776274329996,698.806344156353,698.0788017558523,697.3710824504325,690.0553254295831,694.7386081870852,694.0110657395034,693.3033463882972,685.987588894259,690.7817017571737,690.0541592650367,689.3464398705273,682.0306819292962,678.3021023695633
1.2000000000000002,1.0000093118454859E7,690.9897928851339,674.7128490035176,709.1563939627866,680.4776292551727,698.806350734178,698.0788082066543,697.371088777799,690.0553304822956,694.7386134033001,694.0110708311182,693.3033513588368,685.987592614565,690.7817057855501,690.054163171558,689.3464436586443,682.030684494765,678.3021039874732
1.3,1.0000094744227162E7,690.9897974477308,674.7128560149832,709.1564033506497,680.4776310773459,698.8063573120012,698.0788146574546,697.371095105167,690.0553355350095,694.7386186195168,694.0110759227333,693.3033563293765,685.9875963348694,690.7817098139273,690.0541670780784,689.3464474467607,682.0306870602332,678.3021056053841
1.4000000000000001,1.0000096369999472E7,690.98980201033,674.7128630264494,709.1564127385128,680.4776328995192,698.8063638898259,698.078821108256,697.3711014325344,690.0553405877214,694.7386238357328,694.0110810143482,693.3033612999161,685.9876000551764,690.781713842304,690.0541709846017,689.3464512348783,682.0306896257014,678.3021072232935
1.5,1.0000097995771784E7,690.9898065729282,674.7128700379146,709.156422126376,680.4776347216924,698.8063704676496,698.0788275590556,697.3711077599006,690.055345640436,694.7386290519496,694.0110861059626,693.3033662704556,685.9876037754823,690.78171787068,690.0541748911231,689.3464550229949,682.030692191169,678.3021088412034
1.6,1.0000099621544106E7,690.9898111355259,674.71287704938,709.1564315142391,680.4776365438656,698.806377045474,698.0788340098582,697.371114087267,690.0553506931491,694.7386342681655,694.0110911975764,693.3033712409961,685.987607495788,690.7817218990576,690.0541787976448,689.3464588111116,682.0306947566376,678.3021104591134
1.7000000000000002,1.0000101056526303E7,690.9898155440223,674.7128837090304,709.1564400945964,680.477638900492,698.8063830547795,698.0788399090784,697.3711198794847,690.0553553801567,694.7386392351473,694.0110960563011,693.3033759944959,685.9876111625535,690.7817259554956,690.0541827477646,689.3464626578933,682.0306975364141,678.3021125027263
1.8,1.0000102300718423E7,690.9898197984171,674.712890016869,709.1564478674479,680.4776417915717,698.8063884955666,698.0788452567165,697.3711251365518,690.0553597014585,694.7386439528971,694.0111006821354,693.3033805309566,685.9876147757802,690.7817300399937,690.0541867414815,689.3464665633384,682.030700530499,678.3021149720412
1.9000000000000001,1.000010354491052E7,690.9898240528115,674.7128963247062,709.1564556402994,680.4776446826514,698.8063939363535,698.0788506043563,697.3711303936195,690.0553640227597,694.7386486706472,694.0111053079692,693.303385067415,685.9876183890078,690.7817341244934,690.0541907351989,689.3464704687838,682.0307035245849,678.3021174413557
2,1.0000104789102636E7,690.9898283072057,674.7129026325429,709.156463413151,680.477647573731,698.8063993771398,698.0788559519941,697.3711356506882,690.0553683440619,694.7386533883972,694.0111099338029,693.3033896038766,685.9876220022345,690.7817382089924,690.0541947289157,689.3464743742287,682.0307065186691,678.3021199106711
2.1,1.0000106033294735E7,690.9898325616003,674.7129089403807,709.1564711860027,680.4776504648107,698.8064048179266,698.0788612996347,697.3711409077554,690.0553726653642,694.7386581061464,694.0111145596366,693.3033941403363,685.9876256154611,690.7817422934914,690.0541987226333,689.3464782796744,682.0307095127542,678.3021223799878
2.2,1.0000107277486833E7,690.9898368159941,674.7129152482182,709.1564789588542,680.4776533558904,698.8064102587138,698.0788666472732,697.3711461648234,690.0553769866663,694.7386628238961,694.0111191854695,693.3033986767958,685.9876292286868,690.7817463779918,690.0542027163498,689.3464821851189,682.0307125068405,678.3021248493023
2.3000000000000003,1.0000108521678925E7,690.9898410703886,674.7129215560551,709.1564867317056,680.47765624697,698.8064156995003,698.0788719949107,697.371151421891,690.0553813079683,694.7386675416476,694.0111238113047,693.3034032132559,685.987632841915,690.7817504624901,690.0542067100671,689.3464860905633,682.0307155009247,678.3021273186172
2.4000000000000004,1.0000109765871054E7,690.9898453247835,674.7129278638913,709.1564945045571,680.47765913805,698.8064211402871,698.0788773425509,697.3711566789582,690.0553856292703,694.7386722593976,694.0111284371374,693.303407749716,685.9876364551413,690.7817545469893,690.0542107037841,689.3464899960087,682.0307184950101,678.3021297879324
2.5,1.0000111010063153E7,690.9898495791781,674.7129341717288,709.1565022774087,680.4776620291295,698.8064265810733,698.078882690189,697.3711619360248,690.0553899505733,694.7386769771467,694.0111330629718,693.3034122861762,685.9876400683688,690.781758631488,690.0542146975014,689.3464939014543,682.030721489096,678.3021322572483
2.6,1.0000112254255272E7,690.9898538335732,674.7129404795675,709.1565100502602,680.4776649202092,698.8064320218606,698.078888037829,697.3711671930928,690.0553942718734,694.7386816948964,694.0111376888061,693.3034168226361,685.9876436815948,690.7817627159876,690.0542186912191,689.3464978068987,682.0307244831806,678.302134726563
2.7,1.0000113498447362E7,690.9898580879675,674.712946787405,709.1565178231117,680.4776678112889,698.8064374626462,698.0788933854682,697.3711724501599,690.0553985931759,694.7386864126458,694.0111423146399,693.3034213590952,685.9876472948222,690.7817668004867,690.054222684936,689.346501712344,682.0307274772667,678.3021371958775
2.8000000000000003,1.0000114742639469E7,690.9898623423608,674.7129530952411,709.1565255959632,680.4776707023685,698.806442903434,698.0788987331067,697.3711777072276,690.0554029144782,694.7386911303958,694.0111469404734,693.3034258955566,685.9876509080478,690.7817708849851,690.0542266786524,689.3465056177888,682.030730471352,678.3021396651931
2.9000000000000004,1.0000115986831583E7,690.9898665967553,674.7129594030787,709.1565333688147,680.4776735934482,698.8064483442189,698.0789040807458,697.371182964295,690.0554072357804,694.7386958481461,694.0111515663069,693.3034304320162,685.9876545212753,690.7817749694844,690.0542306723694,689.3465095232348,682.0307334654366,678.3021421345085
3,1.000011723102368E7,690.989870851151,674.7129657109159,709.1565411416663,680.4776764845279,698.8064537850065,698.078909428384,697.3711882213621,690.0554115570825,694.7387005658958,694.0111561921407,693.3034349684762,685.9876581345011,690.7817790539839,690.0542346660878,689.3465134286795,682.0307364595212,678.3021446038249
3.1,1.0000118475215785E7,690.9898751055445,674.7129720187529,709.1565489145177,680.4776793756076,698.8064592257923,698.0789147760232,697.3711934784305,690.0554158783845,694.7387052836455,694.0111608179743,693.3034395049353,685.9876617477279,690.7817831384826,690.0542386598044,689.3465173341243,682.030739453607,678.3021470731389
3.2,1.0000119719407884E7,690.9898793599393,674.7129783265901,709.1565566873692,680.4776822666872,698.8064646665803,698.078920123662,697.3711987354977,690.0554201996865,694.7387100013942,694.0111654438089,693.3034440413966,685.9876653609557,690.7817872229814,690.0542426535213,689.3465212395697,682.0307424476916,678.3021495424539
3.3000000000000003,1.0000120763814177E7,690.9898837406125,674.7129840946076,709.156564273719,680.4776858447533,698.8064699584548,698.0789253381912,697.3712038748127,690.055424561754,694.7387147659468,694.0111701317903,693.3034486549172,685.9876692051035,690.7817915184769,690.054246873136,689.3465253853926,682.030745831312,678.3021525286683
3.4000000000000004,1.0000121608434642E7,690.9898882475638,674.7129893228037,709.1565716735669,680.4776901098056,698.8064751014143,698.0789304196104,697.3712088963769,690.0554289645853,694.7387195773008,694.0111748819193,693.3034533454994,685.9876732801698,690.781796024969,690.054251318648,689.3465297715961,682.0307496044651,678.3021560317811
3.5,1.0000122453055095E7,690.9898927545158,674.7129945510001,709.156579073415,680.477694374858,698.8064802443764,698.0789355010294,697.371213917941,690.0554333674172,694.7387243886538,694.0111796320489,693.3034580360815,685.987677355237,690.7818005314606,690.0542557641589,689.346534157798,682.030753377618,678.3021595348918
3.6,1.000012329767555E7,690.9898972614691,674.7129997791966,709.1565864732629,680.4776986399103,698.8064853873375,698.078940582448,697.3712189395046,690.0554377702493,694.7387292000074,694.0111843821774,693.3034627266637,685.9876814303052,690.7818050379527,690.0542602096699,689.346538544,682.0307571507706,678.3021630380043
