% Model,RI.mph
% Version,COMSOL 5.3.1.180
% Date,"Jan 29 2018, 22:08"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp11","Temperature (degC), Tp12","Temperature (degC), Tp13","Temperature (degC), Tp14","Temperature (degC), Tp21","Temperature (degC), Tp22","Temperature (degC), Tp23","Temperature (degC), Tp24","Temperature (degC), Tp31","Temperature (degC), Tp32","Temperature (degC), Tp33","Temperature (degC), Tp34","Temperature (degC), Tp44"
0,1.0000002607460765E7,706.805853990642,691.1065942182046,820.710878450879,718.9603480812077,780.3383582075325,779.6109638028712,778.903388462989,771.5891196387976,757.9171530784698,757.1897586738079,756.4821833339212,749.1679145094688,736.1068508069496,735.3794564022899,734.6718810624213,727.357612237352,706.805853990642
0.1,1.000048899269958E7,706.8058551329372,691.1065942267953,820.7115984502135,718.9603480813377,780.3388646515631,779.6114472011817,778.9038491657276,771.5893430722259,757.917643010053,757.1902251502516,756.4826267115928,749.168117542785,736.1072942610829,735.3798752488954,734.6722756753398,727.3577594612372,706.8058551329372
0.2,1.0000738312597707E7,706.8058577475531,691.1065942553066,820.712399697468,718.9603480819087,780.3394301248865,779.6119960300315,778.9043818808044,771.5897098606605,757.9181632320648,757.1907280152212,756.4831127659819,749.1684292874543,736.1077156048092,735.3802779363178,734.6726602865601,727.3579518345153,706.8058577475531
0.30000000000000004,1.0000910188115131E7,706.8058614975395,691.106594310636,820.7131837030216,718.9603480833763,780.3399835216823,779.6125373281767,778.9049114832234,771.5901192624289,757.918647594436,757.1911995397662,756.483571874007,749.1687603450916,736.108076515768,735.3806250111319,734.6729939757221,727.3581458666138,706.8058614975395
0.4,1.0001004619251791E7,706.8058663828921,691.1065943927822,820.7139504668747,718.9603480857406,780.3405248419496,779.6130710956121,778.9054379729868,771.5905712775308,757.9190960971645,757.19163972389,756.4840040356672,749.1691107156987,736.1083769939605,735.3809164733393,734.6732767428286,727.3583415575301,706.8058663828921
0.5,1.0001020219878841E7,706.8058754470146,691.1065947526193,820.7145551669845,718.9603481097333,780.3409516932003,779.6134960301573,778.9058610517872,771.590975258984,757.9193914923679,757.1919330442689,756.4842953485771,749.1693813839892,736.1085317519023,735.3810693215327,734.673427746613,727.3584736273335,706.8058754470146
0.6000000000000001,1.0001035820505917E7,706.8058845111357,691.1065951124555,820.7151598670943,718.9603481337258,780.341378544451,779.6139209646998,778.9062841305866,771.5913792404355,757.9196868875689,757.1922263646471,756.4845866614863,749.1696520522819,736.1086865098447,735.3812221697256,734.6735787503986,727.3586056971372,706.8058845111357
0.7000000000000001,1.0001051421132974E7,706.8058935752586,691.1065954722922,820.7157645672038,718.9603481577185,780.3418053957026,779.6143458992414,778.9067072093866,771.5917832218898,757.9199822827717,757.1925196850251,756.4848779743949,749.169922720573,736.1088412677873,735.381375017919,734.6737297541823,727.3587377669395,706.8058935752586
0.8,1.0001067021760028E7,706.8059026393796,691.1065958321287,820.7163692673136,718.960348181711,780.3422322469524,779.6147708337852,778.9071302881847,771.5921872033431,757.9202776779742,757.1928130054051,756.4851692873038,749.1701933888631,736.1089960257294,735.3815278661136,734.6738807579673,727.3588698367429,706.8059026393796
0.9,1.0001080435490072E7,706.805914869344,691.1065968165548,820.7167915364336,718.9603483133226,780.3425303187533,779.615067452779,778.9074254955304,771.5924678339517,757.9204738774919,757.1930078279953,756.4853627726173,749.1703730719612,736.1090987844289,735.3816294106704,734.6739811238409,727.3589580425249,706.805914869344
1,1.0001093849220129E7,706.8059270993085,691.1065978009821,820.7172138055536,718.9603484449343,780.3428283905517,779.6153640717718,778.9077207028755,771.5927484645607,757.9206700770093,757.193202650585,756.4855562579313,749.1705527550586,736.109201543129,735.3817309552269,734.6740814897164,727.3590462483071,706.8059270993085
1.1,1.000110726295018E7,706.8059393292725,691.1065987854098,820.7176360746736,718.9603485765459,780.3431264623506,779.6156606907649,778.9080159102215,771.5930290951677,757.9208662765283,757.1933974731745,756.485749743245,749.1707324381564,736.1093043018284,735.3818324997837,734.6741818555918,727.3591344540879,706.8059393292725
1.2000000000000002,1.0001120676680233E7,706.805951559236,691.1065997698362,820.7180583437936,718.9603487081577,780.3434245341488,779.6159573097597,778.908311117567,771.593309725777,757.9210624760454,757.193592295766,756.4859432285585,749.1709121212548,736.1094070605279,735.381934044341,734.6742822214667,727.359222659871,706.805951559236
1.3,1.0001134090410298E7,706.8059637891997,691.1066007542636,820.7184806129136,718.9603488397693,780.3437226059488,779.6162539287524,778.9086063249114,771.5935903563856,757.9212586755642,757.193787118356,756.486136713872,749.1710918043528,736.1095098192274,735.3820355888973,734.6743825873401,727.3593108656524,706.8059637891997
1.4000000000000001,1.0001147504140342E7,706.8059760191638,691.1066017386911,820.7189028820338,718.9603489713808,780.3440206777481,779.6165505477453,778.9089015322564,771.5938709869953,757.9214548750807,757.1939819409462,756.4863301991862,749.1712714874507,736.1096125779276,735.3821371334543,734.6744829532149,727.3593990714352,706.8059760191638
