% Model:              ss.mph
% Version:            COMSOL 5.3.0.260
% Date:               Dec 13 2017, 15:34
% Dimension:          2
% Nodes:              1330
% Expressions:        14
% Description:        , , , , , , , , , , , , , 
% Length unit:        m
% cpl1x                   cpl1y                    PdensityN (W/m^3)        Flux2 (1/(m^2*s))        Flux3 (1/(m^2*s))        Flux4 (1/(m^2*s))        Flux5 (1/(m^2*s))        Flux6 (1/(m^2*s))        Flux7 (1/(m^2*s))        Flux8 (1/(m^2*s))        Conc1 (1/(m^2*s))        Conc2 (1/(m^2*s))        Conc3 (1/(m^2*s))        Conc4 (1/(m^2*s))        Conc5 (1/(m^2*s))        Conc6 (1/(m^2*s))
0.6250000000000001        0.62                     0                        0.7511712866556153       0.9767920802816721       0.2801352619644252       0.24917804007177854      0.3829286894468624       0.44687790365564034      0.11367437105291354      0.021787854441971292     0.05208289952546387      0.013241053522359015     0.01251538063456144      9.405956487836963E-4     5.02505317856801E-5
0.675                     0.62                     0                        0.6479741378362869       0.8937663806356609       0.27184779259307656      0.24564077171290308      0.41653400268745516      0.4974336986235147       0.12989478729322704      0.017544904189036578     0.041940314896774654     0.01066250074183133      0.010078144830786452     7.574247565041042E-4     4.046477976884296E-5
0.7250000000000001        0.62                     0                        0.5447769890169583       0.8107406809896497       0.2635603232217279       0.24210350335402767      0.450139315928048        0.5479894935913893       0.1461152035335406       0.013301953936101849     0.03179773026808542      0.008083947961303642     0.00764090902701146      5.742538642245117E-4     3.0679027752005794E-5
0.775                     0.62                     0                        0.4847162484041093       0.7624197237956715       0.258737016047603        0.24004481316916218      0.469697608234073        0.5774129662626922       0.15555548578540307      0.01083255688889385      0.02589474601418831      0.006583230243036534     0.006222437789214421     4.676484049177893E-4     2.498372007820659E-5
0.8250000000000001        0.62                     0                        0.35081215303705415      0.5774578731517602       0.20528096952203337      0.2039948976178748       0.5279619198409573       0.6832480706686928       0.18905179213324932      0.00733880626894228      0.01754309027131039      0.004459985912563518     0.00421555738251903      3.1682095288102684E-4    1.6925890763933136E-5
0.8750000000000001        0.62                     0                        0.15340951561092764      0.30478542769563327      0.1264755786817065       0.1508497836517479       0.6138556988735466       0.839271145875951        0.23843235214504696      0.0021882872725136793    0.005231003280991372     0.001329879775133428     0.0012569960017447352    9.446974885919058E-5     5.04696537179396E-6
0.925                     0.62                     0                        -0.004751353459473807    0.08631767312456452      0.06333595063391464      0.108269413291328        0.6826746109036317       0.9642783164566953       0.2779965261017996       -0.0019383574940417267   -0.0046335578203666      -0.001177991008324598    -0.001113431492449718    -8.368014885990311E-5    -4.470542540663806E-6
0.9750000000000001        0.62                     0                        -0.004751353459473806    0.08631767312456451      0.06333595063391464      0.10826941329132797      0.6826746109036316       0.964278316456695        0.27799652610179953      -0.0019383574940417265   -0.004633557820366599    -0.0011779910083245977   -0.0011134314924497177   -8.36801488599031E-5     -4.470542540663806E-6
1.025                     0.62                     0                        -0.004658866706412508    0.08483229660226174      0.062250831694855895     0.10695659848656654      0.6763519289694437       0.9557024980401355       0.2755531532589647       -0.001908038587314459    -0.004561081815739023    -0.001159565408500597    -0.0010960157032519331   -8.237126199260352E-5    -4.400616346478726E-6
1.075                     0.62                     0                        -0.003589641717929632    0.06766008931437821      0.04970594016483705      0.09177935041547412      0.6032563850726639       0.8565587931941048       0.24730569929106563      -0.001557526415319513    -0.003723197982128348    -9.465499105238283E-4    -8.946744690961665E-4    -6.723942419647913E-5    -3.592210475395343E-6
1.125                     0.62                     0                        -0.002520416729446756    0.050487882026494665     0.037161048634818186     0.0766021023443817       0.5301608411758837       0.7574150883480739       0.21905824532316656      -0.0012070142433245666   -0.0028853141485176716   -7.335344125470593E-4    -6.933332349403996E-4    -5.2107586400354714E-5   -2.7838046043119594E-6
1.175                     0.62                     0                        -0.00145119174096388     0.03331567473861113      0.02461615710479932      0.06142485427328927      0.45706529727910367      0.6582713835020431       0.1908107913552675       -8.565020713296206E-4    -0.0020474303149069957   -5.205189145702905E-4    -4.919920007846327E-4    -3.6975748604230326E-5   -1.9753987332285758E-6
1.225                     0.62                     0                        -1.0613171689597003E-4   0.014439589648133145     0.010713600818231975     0.044509665567567996     0.3763450978719958       0.5488560811860288       0.1596238967323103       -4.3595585929846715E-4   -0.0010421332045470247   -2.6494188206049006E-4   -2.504218065829287E-4    -1.8820496114577933E-5   -1.005469430218318E-6
1.275                     0.62                     0                        0.0018990595317143464    -0.008177887036352194    -0.006153962813060042    0.02392119400056637      0.2805334266368257       0.41937229391973924      0.12271931436355173      1.2557291539256834E-4    3.001764892586918E-4     7.631397461364547E-5     7.213160477681377E-5     5.421064536525204E-6     2.8961585830871453E-7
1.325                     0.62                     0                        0.0010154317389385879    -0.004185695332052339    -0.00320032185615978     0.020832374556316566     0.22282134678737767      0.33160566678622516      0.0970098371764225       -8.029460493395864E-5    -1.9194071637952992E-4   -4.879715076020913E-5    -4.6122835903872796E-5   -3.466369125807974E-6    -1.8518793632614605E-7
1.375                     0.62                     0                        7.31964532990853E-4      -0.0017169896894720176   -0.001513376582490036    0.018441008849278615     0.18698992581819235      0.2773092615477176       0.08107003187564309      -1.1124283435879123E-4   -2.6592108590649656E-4   -6.760520650214016E-5    -6.390012037515042E-5    -4.802424429943907E-6    -2.56565563441322E-7
1.425                     0.62                     0                        4.92679054260434E-4      6.082067397270563E-4     5.829897790676222E-5     0.01598723894696548      0.1516578052282845       0.22385219256271588      0.06537985462852375      -1.326820812494082E-4    -3.171706529111179E-4    -8.063440260104227E-5    -7.621525418088831E-5    -5.727970837587867E-6    -3.0601209129462134E-7
1.475                     0.62                     0                        2.5502212165051875E-4    0.0029135564309934795    0.0016172579949717113    0.013531565911564037     0.11641978453898605      0.1705455968368672       0.049734448204454815     -1.5361176909338973E-4   -3.67202141584717E-4     -9.335392622217631E-5    -8.82376870357054E-5     -6.631519250782798E-6    -3.542833948716166E-7
1.525                     0.62                     0                        2.7937873765829344E-4    0.001831435282155258     0.0010248162137108596    0.01054743876645372      0.0954888515210923       0.14035891727918362      0.04099477762879547      -7.815493441180197E-5    -1.8682591642368032E-4   -4.749681668377906E-5    -4.489376521380574E-5    -3.3739989926115272E-6   -1.8025310688535238E-7
1.575                     0.62                     0                        8.163391704863273E-5     8.897815476230592E-4     6.15155254116717E-4      0.006480473769896753     0.06109553566239111      0.08917971059769084      0.025676877170003554     -3.095669578854381E-6    -7.400062466860423E-6    -1.881320503945318E-6    -1.7782151655944672E-6   -1.3364212223526424E-7   -7.139711093143575E-9
1.625                     0.62                     0                        -9.872006913099444E-5    8.023364473516454E-5     2.564957983029492E-4     0.0026593164177608772    0.027898530980893833     0.03959050202564079      0.01076850943582932      5.5785784785931805E-5    1.3335345110040948E-4    3.3902493302874205E-5    3.204447547427792E-5     2.4083082178767197E-6    1.2866189678971045E-7
1.675                     0.62                     0                        -5.4129205793376775E-5   -7.3930969279663434E-6   7.178833919973695E-5     5.075520881677824E-4     0.0051319053084059665    0.005240253961432957     7.04182784892841E-4      5.68893168519038E-6      1.3599140603443132E-5    3.457314198627022E-6     3.2678369596088234E-6    2.4559487626640914E-7    1.3120708817014885E-8
1.725                     0.62                     0                        -1.8966517665873625E-5   5.736792967137795E-6     2.986786575556763E-5     1.1046993644330357E-4    9.319656277130269E-4     5.050929869782545E-4     -5.601688879009436E-5    1.3526099717094737E-7    3.233358882829251E-7     8.220178330935728E-8     7.769676595263837E-8     5.839274705810572E-9     3.1194589704910826E-10
0.025                     0.76                     0                        0.014649721703772555     0.07293741856822153      0.04886091869676257      0.3213588776200315       1.8542886110796604       2.6564096781582385       0.7698905872095488       -6.883483854605128E-8    -1.6457612044117977E-7   -4.183882780460128E-8    -3.954751833069294E-8    -2.9724589946202923E-9   -1.589155051648104E-10
0.07500000000000001       0.76                     0                        0.01758922089693622      0.08432414724802423      0.055629855180085924     0.3239661360084055       1.852479684566337        2.6510697543947863       0.7681019201574935       -1.426388972312713E-7    -3.409796251109416E-7    -8.66870207496004E-8     -8.193655236474224E-8    -6.1579780215655E-9      -3.290352530499196E-10
0.125                     0.76                     0                        0.027031243352900882     0.11955919251957424      0.07630900883307316      0.3321399653822443       1.8441810762687076       2.6333998737433384       0.7630778695583152       6.400062519150848E-6     1.5299334968445854E-5    3.889542571322465E-6     3.676391727666122E-6     2.763026359216925E-7     1.4762352449043335E-8
0.17500000000000002       0.76                     0                        0.04388884227440625      0.18006697537419125      0.11125183177595535      0.34860602490043835      1.808874812783946        2.601065581285461        0.7584027151480892       -3.8036607924856315E-5   -9.092602950066348E-5    -2.311609916195482E-5    -2.184929262510089E-5    -1.6420999231181248E-6   -8.77326635706548E-8
0.225                     0.76                     0                        0.08199619729826856      0.2842170088724286       0.1662551213230193       0.37170087107529043      1.7548979856520113       2.5395828230243054       0.7448136129692793       4.204640013103968E-4     0.0010049868920562555    2.555035171943432E-4     2.4149448089363337E-4    1.814838425563823E-5     9.690983227656524E-7
0.275                     0.76                     0                        0.14114763057699892      0.41548160728366146      0.22979534582493602      0.39193012649591397      1.6932732039404268       2.4503371363879496       0.7204666424315442       5.03846435138679E-4      0.0012042926436009608    3.0617385307715945E-4    2.893869501569117E-4     2.174758304995095E-5     1.1613161042902648E-6
0.32500000000000007       0.76                     0                        0.2685988610642207       0.6259883244647665       0.31462590682319364      0.39975741274673754      1.6094247779586222       2.2718102415329535       0.6608640615849698       7.511979891390254E-4     0.0017955435039905022    4.5648926898877486E-4    4.3146260898718704E-4    3.242497093293454E-5     1.7316157038113224E-6
0.37500000000000006       0.76                     0                        0.47692348017585834      0.8951280972864881       0.3920130270572848       0.40452129318992136      1.4414871580107371       1.9733506035479271       0.5655401503853702       0.0019022789430152474    0.004547194123615128     0.0011560403440717304    0.0010926772853457284    8.21191175702452E-5      4.386657731151177E-6
0.42500000000000004       0.76                     0                        0.7912055607862535       1.2503347314049875       0.4672797383897277       0.40722807014408224      1.16618174726156         1.517830135966463        0.4228116397391971       0.006455533243623839     0.015431451996427991     0.003923153433294702     0.0037081342003254343    2.7868326690590146E-4    1.4887546201593737E-5
0.47500000000000003       0.76                     0                        1.112166573119532        1.5482716273240202       0.5018062850887247       0.42008176208087916      0.8893913704131533       1.0932093621988592       0.29121543384434473      0.026518521243936326     0.06339113843356761      0.016115960901284608     0.015232717862379213     0.0011448154324749584    6.1159943974956E-5
0.525                     0.76                     0                        1.299021095725977        1.68025058290853         0.48971611087120853      0.43047300599453925      0.7067065103809382       0.8387622612863714       0.2152443345941453       0.040137370569150815     0.09594666021145168      0.024392549892199578     0.023055724901855416     0.0017327576754992164    9.257135234554488E-5
0.5750000000000001        0.76                     0                        1.201316985051612        1.6001844459775616       0.47872787044444015      0.4249756279140611       0.7232451158835982       0.865080705031351        0.22454752271922668      0.03526103984588784      0.08428999431745501      0.021429072337887333     0.020254659306723967     0.0015222429527155233    8.132472465988556E-5
0.6250000000000001        0.76                     0                        1.1036128743772473       1.5201183090465928       0.4677396300176718       0.41947824983358295      0.7397837213862583       0.8913991487763306       0.23385071084430809      0.03038470912262485      0.07263332842345833      0.018465594783575085     0.017453593711592514     0.0013117282299318304    7.007809697422625E-5
0.675                     0.76                     0                        1.0059087637028825       1.4400521721156243       0.45675138959090344      0.4139808717531049       0.7563223268889181       0.9177175925213101       0.24315389896938944      0.025508378399361882     0.060976662529461684     0.015502117229262848     0.014652528116461075     0.001101213507148138     5.883146928856696E-5
0.7250000000000001        0.76                     0                        0.9133795055157745       1.3648971020286558       0.44520242687892875      0.40754802247600797      0.7616257020322501       0.9282115930408879       0.24776222155738054      0.02176635643051668      0.052031512142619266     0.013227989148643187     0.012503032398782817     9.396676362603337E-4     5.020096438615252E-5
0.775                     0.76                     0                        0.7178817629089089       1.1669259844723845       0.4064168795385549       0.38369703158563956      0.8238030228664999       1.0319118564485246       0.2811739437260747       0.015067619985579222     0.036018476541868946     0.009156989752038122     0.008655143004050911     6.50478799188917E-4      3.475128046619175E-5
0.8250000000000001        0.76                     0                        0.5210749571257853       0.8957435094231719       0.3282000772724035       0.33091564897684517      0.9090264095841039       1.1867363481272255       0.3301906270429078       0.00991111846866409      0.023692088616927953     0.0060232478827772235    0.005693145147667341     4.278693265544221E-4     2.2858557353351108E-5
0.8750000000000001        0.76                     0                        0.32426815134266157      0.6245610343739593       0.24998327500625206      0.2781342663680507       0.9942497963017078       1.3415608398059264       0.37920731035974087      0.004754616951748957     0.011365700691986957     0.0028895060135163257    0.0027311472912837703    2.0525985391992715E-4    1.0965834240510468E-5
