% r                       z                        Pdensity (W/m^3)         Flux2 (1/(m^2*s))        Flux3 (1/(m^2*s))        Flux4 (1/(m^2*s))        Flux5 (1/(m^2*s))        Flux6 (1/(m^2*s))        Flux7 (1/(m^2*s))        Flux8 (1/(m^2*s))        Flux21 (1/(m^2*s))       Flux22 (1/(m^2*s))       Flux23 (1/(m^2*s))       Flux24 (1/(m^2*s))       Flux25 (1/(m^2*s))       Flux26 (1/(m^2*s))       Flux27 (1/(m^2*s))       Flux28 (1/(m^2*s))       Conc1 (1/(m^2*s))        Conc2 (1/(m^2*s))        Conc3 (1/(m^2*s))        Conc4 (1/(m^2*s))        Conc5 (1/(m^2*s))        Conc6 (1/(m^2*s))
0.09                      0.11                     0                        7.712118110438173E-4     0.02756463267686287      0.01759235455543002      0.04388720946865702      0.19204819840575826      0.27786752529403425      0.0815539344425579       6.170603990604893E-4     5.798630421228439E-4     3.6467379700459474E-4    4.5627878960851486E-5    -2.4678357013688106E-5   2.2423223623319925E-4    1.0300300155992468E-4    -1.6848888185809174E-5   -1.762472068538243E-7    -3.608347277472016E-7    -1.0104408309271564E-7   -9.952250252579486E-8    -6.846057849161224E-9    -3.7601295664993876E-10
0.11                      0.11                     0                        0.0011866923180297241    0.025557204910930796     0.01656839677463977      0.040469108702208045     0.19796938927730937      0.28311733305764236      0.08247594647591859      4.565633344919997E-4     3.542465849450298E-4     3.2869188957307654E-4    8.047697895775547E-5     1.208930503873729E-4     -3.287146144945083E-5    -5.418390396238854E-5    -2.1141394643233877E-5   -3.2800799048105653E-7   -6.715378703408401E-7    -1.8804988309818075E-7   -1.8521811859524228E-7   -1.2740977391391274E-8   -6.997855824624704E-10
0.13                      0.11                     0                        0.0017045939509633035    0.02380721647334375      0.015517528044571407     0.03800696535830702      0.20265524184770387      0.28837036168859276      0.08357110370120732      2.3759205742183198E-4    9.50534123580325E-5      2.5953599962946056E-4    1.1396055349837913E-4    2.028186371795786E-4     -2.1228601696092125E-4   -2.0323423641223603E-4   -3.204316760486215E-5    -2.0720327108050035E-7   -4.2421174918630866E-7   -1.1879146860752797E-7   -1.1700263758826543E-7   -8.048499636814306E-9    -4.42055882628174E-10
0.15000000000000002       0.11                     0                        0.001839894381662553     0.022160569833277778     0.014581364420143473     0.03656074328376186      0.20498787203508967      0.2915068988782401       0.08430270531856104      1.3238009594585212E-4    1.0844286420154295E-5    2.2496818436572134E-4    1.1922030110625184E-4    1.8435665326159694E-4    -2.1562473843377843E-4   -2.2966204103034977E-4   -3.816378504362496E-5    -1.0742603863272921E-7   -2.1993565795996122E-7   -6.158829843430929E-8    -6.066086601888152E-8    -4.172803008423589E-9    -2.2918707835741543E-10
0.17                      0.11                     0                        0.0017108645864244952    0.020785089827249657     0.013802280016543298     0.03611303795106038      0.20545388629174208      0.293153213856741        0.0848209980388892       1.1045259208035551E-4    5.500820398921342E-5     2.1647136087104565E-4    1.0520598796197066E-4    8.136019172807975E-5     -7.062458275540961E-5    -1.7079250182523841E-4   -4.3708433860269795E-5   2.7617206915409007E-7    5.65413064771274E-7      1.583318907665717E-7     1.559476370751094E-7     1.0727488937283155E-8    5.891967204500834E-10
0.19                      0.11                     0                        0.001672914809094582     0.019331825824614676     0.012947725877489016     0.03537463835528544      0.20585650390946492      0.2940482301549344       0.08507297539059896      8.434772547463868E-5     4.044788169070723E-5     2.0180631475246033E-4    1.0323370455940514E-4    7.886927787302004E-5     -8.505143091334985E-5    -1.617689043254663E-4    -4.058405734076456E-5    -3.6801739396849673E-9   -7.534499895308614E-9    -2.1098762811350102E-9   -2.078104537063279E-9    -1.429508253538187E-10   -7.851432704942993E-12
0.21000000000000002       0.11                     0                        0.0016307191321192317    0.017973279713277272     0.012141203920625608     0.03468234100510068      0.20597809191859065      0.2945051981742357       0.08520213144694308      6.248909537160987E-5     2.6469885075994198E-5    1.8856504789670922E-4    1.0115970824082096E-4    7.858759392566181E-5     -9.849866337189675E-5    -1.5521116918879068E-4   -3.767072607551542E-5    -1.931351447931078E-7    -3.9540976923189907E-7   -1.1072608733472813E-7   -1.0905870951721555E-7   -7.502044415695978E-9    -4.120423700495918E-10
0.23                      0.11                     0                        0.0015903299874778338    0.016690788259731547     0.011374389961497875     0.03398483618808915      0.20579492235351995      0.2944106771743149       0.08516638784284211      4.290583526806874E-5     7.834880562643611E-6     1.7879434701343632E-4    1.0015582742659685E-4    8.888279685841096E-5     -1.2280571267038378E-4   -1.5780547609110118E-4   -3.5012665017664196E-5   -5.450047559808903E-7    -1.1158000529812514E-6   -3.124560487073804E-7    -3.0775090381241665E-7   -2.1169890599217823E-8   -1.1627353042514687E-9
0.25                      0.11                     0                        0.0015110750804875135    0.015492956859652674     0.010631511329907846     0.03344948703458728      0.2049765130234241       0.29360261899861617      0.08495930186698618      3.45729379358139E-5      6.024061702503294E-6     1.6698353424132175E-4    9.508880153946075E-5     7.857517326333552E-5     -1.1071980490246512E-4   -1.45040223896975E-4     -3.2643005845384275E-5   -6.560385323475043E-7    -1.343121910621922E-6    -3.7611269510513715E-7   -3.704489714082329E-7    -2.548283075745316E-8    -1.3996192769673903E-9
0.27                      0.11                     0                        0.0014180631845924524    0.014352628493113717     0.009907747313186582     0.032961409654919054     0.20374171386707263      0.29222291192318756      0.08459899880532629      3.18042193449659E-5      9.041522170278483E-6     1.5528218971833812E-4    8.89863374912288E-5      6.78432436618451E-5      -9.588048089503379E-5    -1.2871541829045488E-4   -2.9679367405089986E-5   -6.819762639096117E-7    -1.3962247907961049E-6   -3.909830261020523E-7    -3.850953763129312E-7    -2.649034295534846E-8    -1.454955888012519E-9
0.29000000000000004       0.11                     0                        0.0013391894590982225    0.013271936016198332     0.009219998607943895     0.0324200905940483       0.20240366078360011      0.29058403414741696      0.08415095461321069      2.7057003596594273E-5    6.342290011200985E-6     1.4453614895432992E-4    8.436159287012763E-5     6.713738894776461E-5     -9.697402484226504E-5    -1.1836320603942083E-4   -2.638035348671773E-5    -7.066413868904792E-7    -1.446722231830924E-6    -4.05123759339532E-7     -3.990231701655642E-7    -2.744842258564719E-8    -1.5075774641709562E-9
0.31                      0.11                     0                        0.0012590177671261082    0.012278243298205605     0.008578579207697938     0.03190511351113425      0.2008509292329053       0.2886498955653075       0.08361900007962231      2.3422263935394496E-5    6.219925846595922E-6     1.3291455884859168E-4    7.907232354115724E-5     6.010010877669182E-5     -8.714851430238341E-5    -1.0554784377780685E-4   -2.3697585244336087E-5   -6.048308411662346E-7    -1.238283294250083E-6    -3.4675487267452277E-7   -3.415332361412632E-7    -2.349374495911929E-8    -1.2903707066893047E-9
0.33                      0.11                     0                        0.0011775481086761107    0.011371550339135547     0.007983489112448719     0.03141647840617692      0.1990835192149882       0.2864204961768596       0.08300313520456123      2.090000036136657E-5     8.67442967646331E-6      1.2041741940112355E-4    7.311852950431768E-5     4.673140314862668E-5     -6.640394927538888E-5    -9.0269331505613E-5      -2.163106267794508E-5    -3.765446267368767E-7    -7.709079780535793E-7    -2.158763661070241E-7    -2.1262557424002754E-7   -1.4626310075764726E-8   -8.033356155675632E-10
0.35000000000000003       0.11                     0                        0.0010947804837482286    0.010551857138988145     0.00743472832219623      0.03095418527917631      0.19710143072984876      0.283895835982073        0.0823033599880274       1.949021287451051E-5     1.3705801500803134E-5    1.0704473061192536E-4    6.650021075960892E-5     2.7031272063569186E-5    -3.474032976128141E-5    -7.252766922283927E-5    -2.0180785787544686E-5   -2.1782743602405833E-8   -4.459628324141427E-8    -1.2488239637036161E-8   -1.2300184461857476E-8   -8.46117935583506E-10    -4.6472190805732006E-11
0.37                      0.11                     0                        0.0010346845930373342    0.009942498176243724     0.00701383190136586      0.030445819429821882     0.19492668038327382      0.28086301179815754      0.0814312785007872       1.6406674538750768E-5    1.195406682795874E-5     1.0389607982228857E-4    6.308866243443732E-5     2.5106280137128413E-5    -2.735914088830077E-5    -7.168942096414345E-5    -1.977182049705337E-5    1.4753152374525857E-7    3.0204448714413827E-7    8.458112789540307E-8     8.330745608212329E-8     5.7306402987289705E-9    3.147497508345426E-10
0.39                      0.11                     0                        9.627209630897812E-4     0.009162507027102945     0.006488410868624517     0.029900243229162765     0.19262963046460335      0.27774698320547425      0.08054952290170246      1.4924717052275426E-5    1.0914989287602578E-5    9.5604400659213E-5       5.8635100965653735E-5    2.4603079572324303E-5    -2.570003350981476E-5    -6.353851863760557E-5    -1.733744004184055E-5    8.312202016219838E-8     1.7017751401813713E-7    4.765458960759296E-8     4.693697908303641E-8     3.228749940085692E-9     1.7733589724248059E-10
0.41000000000000003       0.11                     0                        8.936092406740278E-4     0.008428609324506496     0.0059921651860062805    0.02934855538667042      0.19018525607866746      0.2744073772562466       0.07960143531567312      1.357966388868827E-5     1.0187016570886311E-5    8.765192966241287E-5     5.4314443960564975E-5    2.3357777814167505E-5    -2.2903495511204338E-5   -5.5562416476729115E-5   -1.511958231129145E-5    5.111446015870022E-8     1.0464774247802219E-7    2.930437226048408E-8     2.8863089980586E-8       1.9854643793891986E-9    1.0904966742411266E-10
0.43                      0.11                     0                        8.273494257900748E-4     0.007740805068454394     0.005525094853511162     0.028790755902344874     0.1875935572254665       0.2708441939504748       0.07858701574269923      1.2371515047989329E-5    9.770148677809965E-6     8.003866683188826E-5     5.0126691419171104E-5    2.1370374862658025E-5    -1.8969526892469515E-5   -4.7761114481514125E-5   -1.3118247305406068E-5   5.1508843734764925E-8    1.054551725237949E-7     2.9530475854076506E-8    2.9085788774772194E-8    2.0007836166395053E-9    1.0989106137944101E-10
0.45                      0.11                     0                        7.639415184379218E-4     0.007099094258946627     0.005087199871139154     0.028226844776186092     0.18485453390500034      0.2670574332881588       0.07750626418278074      1.1300270530178586E-5    9.66438560837353E-6      7.27646121676391E-5      4.607184334147205E-5     1.8640870717795836E-5    -1.3898127653610245E-5   -4.0134612651960534E-5   -1.1333435024184403E-5   8.430517089039256E-8     1.7259980415545508E-7    4.833290038837045E-8     4.7605075465595154E-8    3.2747076518366154E-9    1.7986007910846472E-10
0.47000000000000003       0.11                     0                        7.033855186175682E-4     0.006503476895983193     0.004678480238890254     0.027656822008194096     0.18196818611726884      0.2630470952692982       0.07635918063591766      1.0365930335256037E-5    9.869727362577002E-6     6.582976566966539E-5     4.214989972746783E-5     1.5169265379580958E-5    -7.689297794626581E-6    -3.268291098806837E-5    -9.765145467626452E-6    1.495034416255824E-7     3.060816373730016E-7     8.571164586336547E-8     8.442095005305443E-8     5.807236484980504E-9     3.189567206111837E-10
0.49                      0.11                     0                        6.456814263290152E-4     0.005953952979564102     0.004298935956764469     0.027080687598368874     0.1789345138622722       0.25881317989389363      0.07514576510211002      9.568494463221696E-6     1.0386173940420385E-5    5.923412733796719E-5     3.836086057715846E-5     1.095555884801339E-5     -3.430373155185018E-7    -2.5406009489837674E-5   -8.413378635732226E-6    2.4710365594033496E-7    5.059006721764353E-7     1.416667122790619E-7     1.3953341253715039E-7    9.598370116071194E-9     5.271809858875983E-10
0.51                      0.11                     0                        5.92169612409925E-4      0.0055198655948017015    0.003985483438182957     0.026539227109231657     0.1757031306821343       0.2543071408488144       0.07385574271890279      1.0049621183884475E-5    1.3645620908972006E-5    5.1939663698910865E-5    3.4151661399015456E-5    1.6497263318594915E-6    1.4796464878204017E-5    -1.526100368515696E-5    -7.386636958968024E-6    4.503620917126902E-7     9.220360745097544E-7     2.5819657190124065E-7    2.543084977634409E-7     1.7493638554462174E-8    9.608207964872212E-10
0.53                      0.11                     0                        5.448736284025725E-4     0.005016673001132855     0.0036404975543923245    0.02590848016370525      0.1724082823323772       0.2496199245110344       0.07250374135202094      8.845193947220369E-6     1.104989375052869E-5     4.851560117111445E-5     3.1780585430751786E-5    6.340550578411111E-6     8.020467309932967E-6     -1.3604807357059446E-5   -5.8233093392038265E-6   2.5434944700033336E-7    5.207351373070863E-7     1.458207884032081E-7     1.436249341671536E-7     9.879821979310232E-9     5.426394511215884E-10
0.55                      0.11                     0                        4.996612594874952E-4     0.004545419724335834     0.003316142199440633     0.02527348167382856      0.1689891726408396       0.2447510587431579       0.07109859362126064      7.760336543715166E-6     8.910375684722095E-6     4.5016449866137015E-5    2.9420043765895645E-5    9.714827262288029E-6     3.2640483228213756E-6    -1.1622878451905394E-5   -4.432764834768713E-6    1.0957246221020755E-7    2.2433007748600759E-7    6.281886206244534E-8     6.187289910425225E-8     4.256177606197545E-9     2.3376634568311084E-10
0.5700000000000001        0.11                     0                        4.565325056646936E-4     0.004106105764410639     0.003012417373327884     0.024634231639601604     0.16544580160752148      0.23970054354518502      0.06964029952662196      6.795048973368873E-6     7.2270667115522204E-6    4.144220978397855E-5     2.7070036404447036E-5    1.1772556383490255E-5    5.272079168692404E-7     -9.315216969694811E-6    -3.215003445662684E-6    1.6031137342312524E-8    3.282089504651823E-8     9.190792878952341E-9     9.052392574736835E-9     6.227054351241156E-10    3.420148017178861E-11
0.59                      0.11                     0                        4.154873669341677E-4     0.003698731121357268     0.002729323076054079     0.023990730061024364     0.16177816923242294      0.23446837891711553      0.06812885906810486      5.949331236181489E-6     5.9999668310190724E-6    3.779288092463909E-5     2.4730563346405964E-5    1.2513737942017783E-5    -1.900539079234409E-7    -6.681822910427703E-6    -2.170025171885742E-6    -2.6274527603351557E-8   -5.3792410011381464E-8   -1.506341914727083E-8    -1.4836585421392634E-8   -1.0205945339100555E-9   -5.605514541237822E-11
0.61                      0.11                     0                        3.76525843295917E-4      0.00332329579517572      0.002466859307619213     0.023342976938096838     0.15798627551554387      0.22905456485894954      0.06656427224570936      5.223183332153006E-6     5.229076043122637E-6     3.406846328811856E-5     2.2401624591772404E-5    1.1938371937870615E-5    1.1122628484433216E-6    -3.722696274104049E-6    -1.2978300134378775E-6   -1.7344532626785174E-8   -3.5509837687692526E-8   -9.943774016224452E-9    -9.794034884136396E-9    -6.737223009049849E-10   -3.7003531069390615E-11
0.63                      0.11                     0                        3.3964793474994194E-4    0.002979799785865997     0.0022250260680232903    0.022690972270819044     0.15407012045688434      0.22345910137068709      0.06494653905943547      4.616605261283431E-6     4.914394347862923E-6     3.0268956874417025E-5    2.008322014054638E-5     1.0046458371048752E-5    4.4341581859695445E-6    -4.3783706072385957E-7   -5.984179703190967E-7    4.2821122272012127E-8    8.766861201758599E-8     2.4549728272091762E-8    2.41800441865058E-8      1.6633221341393445E-9    9.13563232007524E-11
0.65                      0.11                     0                        3.048536412962424E-4     0.002668243093428101     0.0020038233572663095    0.022034716059190974     0.15002970405644434      0.21768198845232817      0.06327565950928316      4.1295970235727655E-6    5.055921745239933E-6     2.639436168353447E-5     1.7775349992727893E-5    6.837997241552192E-6     9.775632104655226E-6     3.172754729712862E-6     -7.178904252940094E-8    1.5422243709304044E-7    3.1574293910445426E-7    8.841708771767782E-8     8.7085651790534E-8       5.990538771222935E-9     3.290244173980509E-10
0.67                      0.11                     0                        2.7662822061577327E-4    0.002414260036383847     0.0018210049771033186    0.02137680264512896      0.14589291751105787      0.21173863394430067      0.061554150739825626     3.75950263252362E-6      4.882554087987316E-6     2.3570430099882517E-5    1.5970962052357044E-5    5.512266383831816E-6     1.1859765627999799E-5    5.4990303119776E-6       4.296357122018472E-7     1.3627007216041344E-7    2.789886731588074E-7     7.812483806252387E-8     7.694838881630042E-8     5.293206137974732E-9     2.907241121752037E-10
0.01                      0.13                     0                        0.001260866547729561     0.03912874425583681      0.023854219774479626     0.05871063160090116      0.21743928100952267      0.31868316461090074      0.09434750491774738      7.342668590689743E-4     6.894223384299673E-4     4.330761141283392E-4     5.393260890233399E-5     -2.952876886844009E-5    2.663401288275094E-4     1.2231618160030673E-4    -2.0031819255412525E-5   -4.5552506305079756E-7   -9.326063376668764E-7    -2.611565490504145E-7    -2.5722390185528303E-7   -1.7694186416100392E-8   -9.718356894469194E-10
0.03                      0.13                     0                        0.0012490475836335396    0.038823116382117245     0.023720687168365846     0.05826772909029264      0.2182625037316781       0.3196019643850263       0.09456106681663308      7.346761045164984E-4     6.898355047707811E-4     4.3334167732427274E-4    5.397077531892153E-5     -2.952426106620345E-5    2.6647152906109306E-4    1.2234630079550898E-4    -2.005505356061022E-5    -1.76646055943145E-7     -3.616513001350787E-7    -1.0127274680456781E-7   -9.974772288649115E-8    -6.861550542562254E-9    -3.7686387751279807E-10
0.05                      0.13                     0                        0.0012392966372665503    0.03799531736602705      0.02332997041135773      0.057144325843392824     0.21960980020913654      0.3209485285507401       0.09482091691594915      7.311933900350789E-4     6.8665540231457E-4       4.314062379067748E-4     5.3762391366630657E-5    -2.9356274602336097E-5   2.6526535499791175E-4    1.2175445335326575E-4    -1.9975577812665767E-5   3.246823806137324E-8     6.64729277158057E-8      1.8614328153684926E-8    1.8334022774903365E-8    1.261179907451544E-9     6.926905911647408E-11
0.06999999999999999       0.13                     0                        0.0011957756939487624    0.036756092749166275     0.022786475576472988     0.05536776109833002      0.22246055231847875      0.32375608786239146      0.09539558328116378      7.302293248951336E-4     6.858671880390432E-4     4.309817146210918E-4     5.3744668676033685E-5    -2.922194324799914E-5    2.648695605451533E-4     1.2151841665917351E-4    -1.9972796301720734E-5   -1.875938115096701E-7    -3.84064877460967E-7     -1.0754919193461845E-7   -1.0592965365561209E-7   -7.286799652972664E-9    -4.002202643329536E-10
0.09                      0.13                     0                        0.0011310839288974613    0.03519390693373625      0.02212275592337301      0.0529570338184714       0.2267943953342273       0.3276459304974798       0.0961516973815249       7.315717114114204E-4     6.872603434720016E-4     4.3192915730173615E-4    5.389727139827137E-5     -2.909514547021331E-5    2.65152376852515E-4      1.2162813561477898E-4    -2.0026707431687463E-5   -5.452116891356319E-7    -1.1162237117154006E-6   -3.1257468531590104E-7   -3.0786775392189104E-7   -2.1177928606591428E-8   -1.1631767838569172E-9
0.11                      0.13                     0                        0.001590537776019036     0.03280127278012537      0.02096472606757158      0.04889577115593649      0.23386366095121724      0.33382433931030864      0.09723765890244887      5.541458917184054E-4     4.270157390702795E-4     4.0393615647513095E-4    9.694786449510196E-5     1.6761087653974042E-4    -7.044029123643278E-5    -7.32851609906851E-5     -2.4087406273048903E-5   -6.415181631190197E-7    -1.3133940438892896E-6   -3.677880389528453E-7    -3.622496727696117E-7    -2.4918808839013148E-8   -1.3686409309117865E-9
0.13                      0.13                     0                        0.002202483043070244     0.030326011119052813     0.01962731221092445      0.04537728817623549      0.23994449382798755      0.34003641241831606      0.09844465944931109      2.981424127130862E-4     9.799334626536575E-5     3.474949587049481E-4     1.4602123363891437E-4    3.438771923367434E-4     -3.9569635596361396E-4   -2.9510030768130786E-4   -3.5047614195106583E-5   -3.5298077480850605E-7   -7.226651931208175E-7    -2.02367001307788E-7     -1.9931964131251316E-7   -1.371100766428033E-8    -7.530635358460583E-10
0.15000000000000002       0.13                     0                        0.0023182853935843246    0.028468824458085008     0.01854437978827958      0.044045568442112014     0.24232463780299024      0.3439681668149498       0.09943998996814912      1.7538212725214832E-4    2.5825556541431874E-5    2.915492906050573E-4     1.4591750476045836E-4    2.308738893756175E-4     -2.5957278040244613E-4   -2.92814551666193E-4     -4.9844420234845815E-5   3.1695090392192975E-7    6.489004573034312E-7     1.8171075754273075E-7    1.7897445127902048E-7    1.231148148289869E-8     6.76195944457712E-10
0.17                      0.13                     0                        0.002104844605981943     0.026992606825208983     0.017682821076913643     0.04390023896019393      0.24246082409789138      0.34597254002950617      0.10013584791761392      1.58262919687321E-4      1.1614765658786695E-4    2.6935323926676786E-4    1.2008692466409626E-4    2.6472413769194417E-5    3.749065385313888E-5     -1.7831957732180223E-4   -6.043196027881262E-5    1.178584152020988E-6     2.412940886912172E-6     6.756927222531038E-7     6.655177482821222E-7     4.578032996308579E-8     2.5144393467166965E-9
0.19                      0.13                     0                        0.0020687418574356605    0.02520600561975493      0.01664823814532182      0.042938842959946835     0.24302363147456973      0.3470500365161326       0.10042644834143034      1.2509134737291117E-4    9.175470662803997E-5     2.545574944361177E-4     1.1969472485700699E-4    3.72510352618912E-5      -1.099800303209876E-6    -1.760239297407739E-4    -5.628070347551248E-5    6.893444598413885E-7     1.411309858074565E-6     3.9520727802220484E-7    3.892560169909929E-7     2.6776549451856125E-8    1.4706754967764819E-9
0.21000000000000002       0.13                     0                        0.002061421178755674     0.02349956198600181      0.015662450082040095     0.04188215591714519      0.24341422990887399      0.34760812464135477      0.10054148636455792      8.941308899016369E-5     5.030993136428303E-5     2.4335336219005353E-4    1.2301390483815335E-4    7.549490347288759E-5     -7.767055782718328E-5    -1.9397052370455375E-4   -5.1737033405552206E-5   5.651182794390422E-8     1.1569789056315433E-7    3.239873096667574E-8     3.19108520338089E-8      2.195117018715011E-9     1.2056463129372422E-10
0.23                      0.13                     0                        0.002015234737726764     0.02187777840571555      0.014700597346296074     0.04098762453785322      0.24316958857815305      0.34745267559079895      0.10048518201593055      6.49851933787026E-5      2.5689341753736463E-5    2.3010911805514765E-4    1.222699397463877E-4     9.313594515605929E-5     -1.1784835828475072E-4   -1.9655755857189683E-4   -4.7481765221163265E-5   -3.354849691324091E-7    -6.868456508395703E-7    -1.9233650111395656E-7   -1.894401862239892E-7    -1.303140938913952E-8    -7.157372727030735E-10
0.25                      0.13                     0                        0.0019301825343489324    0.020340654878896136     0.013762679938089757     0.04025524882207091      0.24228970748240702      0.34658368936446526      0.10025753529554823      5.1807660538527847E-5    1.7892937796400188E-5    2.1482476203140002E-4    1.1746282958171007E-4    9.017416031140646E-5     -1.2163320167591245E-4   -1.8378503434280324E-4   -4.351489892234563E-5    -4.866459313875543E-7    -9.96320766133613E-7     -2.789984182196931E-7    -2.7479709778240243E-7   -1.890302977170756E-8    -1.0382302152139156E-9
0.27                      0.13                     0                        0.0018118924853727197    0.0188796400054546       0.012846281326214837     0.03965520525905489      0.24082369834933445      0.34502477429966694      0.09985936696769614      4.849633692464324E-5     2.37594726227312E-5      1.9832642570727105E-4    1.09394065186359E-4      7.203246169226492E-5     -9.772146286471082E-5    -1.5910456754235298E-4   -3.966438103960197E-5    -4.569436528939128E-7    -9.355106474086472E-7    -2.6196983915889905E-7   -2.580249449683328E-7    -1.7749289406403422E-8   -9.74862166692745E-10
0.29000000000000004       0.13                     0                        0.0017132708186189663    0.01744795246911518      0.011950473065828185     0.038942914024254656     0.2392856888331329       0.3431453003635916       0.09934474311835355      4.1531187135671995E-5    1.7447971646277435E-5    1.8592002777654122E-4    1.0449447038181535E-4    7.728809817351317E-5     -1.0944055579670923E-4   -1.492265281391917E-4    -3.514777012797754E-5    -6.48423503236412E-7     -1.3275314964239429E-6   -3.717469315393473E-7    -3.661489500491923E-7    -2.5187036397087382E-8   -1.383373064263367E-9
0.31                      0.13                     0                        0.0016133511853873295    0.016103264691698434     0.01110099411043827      0.03825696476741116      0.23753300084970916      0.34097056562117767      0.09874620892753824      3.567851343387264E-5     1.3713338664296131E-5    1.7263808050408148E-4    9.893035086940256E-5     7.62123091977691E-5      -1.1024059424159478E-4   -1.3688533872545055E-4   -3.124740489234375E-5    -7.134276848737982E-7    -1.4606159668235766E-6   -4.0901440401730623E-7   -4.0285522725311737E-7   -2.7712026130944675E-8   -1.522055628193899E-9
0.33                      0.13                     0                        0.0015121335856778085    0.014845576673204347     0.010297844460045088     0.03759735748852438      0.235565634399063        0.3385005700724251       0.0980637643952502       3.0938315819245126E-5    1.2555573676787255E-5    1.5848058388989175E-4    9.270170664912059E-5     6.880509476503268E-5     -1.0012157819936745E-4   -1.2208099930112953E-4   -2.796328533270058E-5    -6.51956197806072E-7     -1.3347640586075496E-6   -3.7377225659277623E-7   -3.6814377658010835E-7   -2.5324258607975343E-8   -1.3909098584843426E-9
0.35000000000000003       0.13                     0                        0.0014250053460577907    0.013674136321366742     0.009561903816161841     0.03686470023160688      0.23349293569679877      0.33573052264922926      0.09727208741343255      2.281148082972973E-5     5.9239611141853085E-6    1.495625436816417E-4     8.868121435521633E-5     6.867245749726064E-5     -9.986753657223777E-5    -1.1793712499127958E-4   -2.5995706852831493E-5   -7.787449651824901E-7    -1.5943414509211593E-6   -4.4646137873376507E-7   -4.3973830364644276E-7   -3.024917771209883E-8    -1.6614061695592083E-9
0.37                      0.13                     0                        0.0013402696370573603    0.012669950213899822     0.00890515108573264      0.03618097153656501      0.23106043449295988      0.33241618803489886      0.09632657149259037      1.79362096889363E-5      1.7551199321952922E-6    1.4254091288044883E-4    8.432997077648666E-5     6.970885097208341E-5     -9.917654389993167E-5    -1.1410813146599552E-4   -2.4054514198881466E-5   -7.652646701062487E-7    -1.5667429505499068E-6   -4.387330062953424E-7    -4.321263095347496E-7    -2.972555591086227E-8    -1.6326467599855007E-9
0.39                      0.13                     0                        0.0012491642942375307    0.01175939525600857      0.008280766182530985     0.03555795675504028      0.22825528910366785      0.3286249462031066       0.0952571878720661       1.7380995623321336E-5    2.550178587964398E-6     1.3326354716981965E-4    7.84130817551097E-5      6.618749856404864E-5     -9.064427835906081E-5    -1.0385416822858154E-4   -2.1510222078447414E-5   -6.075366749998116E-7    -1.2438230065218215E-6   -3.483061511520407E-7    -3.4306115456529735E-7   -2.3598849007492933E-8   -1.2961434425988758E-9
0.41000000000000003       0.13                     0                        0.0011587050306555522    0.01079384996099346      0.007635554745162828     0.034875953742034095     0.22534706773099294      0.3246811533385507       0.09413977031904512      1.530195344017308E-5     1.6259003487217813E-6    1.225747535587036E-4     7.282857073909864E-5     6.272541318393949E-5     -8.389833122975454E-5    -9.331036903607516E-5    -1.887078115177974E-5    -6.421384293777407E-7    -1.3146639284485496E-6   -3.681436430869738E-7    -3.625999220098815E-7    -2.4942902149567628E-8   -1.3699642321658328E-9
0.43                      0.13                     0                        0.0010710976746053733    0.00987439811252269      0.007019518657917785     0.03418783908719469      0.2222915218910528       0.32051378311745043      0.0929560207790796       1.3359815579913025E-5    1.0127269331190698E-6    1.1222516811386308E-4    6.737696418678242E-5     5.852122661047767E-5     -7.601495348032392E-5    -8.294137000923028E-5    -1.6447862949775785E-5   -6.443382401761078E-7    -1.3191676487893913E-6   -3.6940481408120574E-7   -3.638421015578294E-7    -2.5028350493695545E-8   -1.3746573979590955E-9
0.45                      0.13                     0                        9.863422260869938E-4     0.009001039710596249     0.006432657920795847     0.03349361279052205      0.21908865158384738      0.31612283553980575      0.09170593925216945      1.155458204254116E-5     7.106583411562668E-7     1.0221479083529796E-4    6.205826209816101E-5     5.357493884366314E-5     -6.699414511076882E-5    -7.274717114804677E-5    -1.4241467472435539E-5   -6.14136107394912E-7     -1.2573341675443461E-6   -3.520896641347365E-7    -3.4678769320914063E-7   -2.3855194039876673E-8   -1.3102229399786624E-9
0.47000000000000003       0.13                     0                        9.04438685100415E-4      0.008173774755214152     0.005874972533797024     0.0327932748520162       0.21573845680937684      0.31150831060561696      0.09038952573831477      9.886252828057508E-6     7.196945728333892E-7     9.254362172300835E-5     5.687246447323445E-5     4.7886549883495897E-5    -5.6835906121089315E-5   -6.272777245252471E-5    -1.225159471975902E-5    -5.515320310341532E-7    -1.1291634847134125E-6   -3.161981932475655E-7    -3.11436696963815E-7     -2.142343278811098E-8    -1.176660858224533E-9
0.49                      0.13                     0                        8.253870516456359E-4     0.007392603246376391     0.005346462496921315     0.03208682527167714      0.212240937567641        0.30667020831488384      0.0890067802375155       8.354827936462053E-6     1.0398356281503999E-6    8.321166077699422E-5     5.181957131200275E-5     4.1456059729976E-5       -4.554023651128544E-5    -5.2883173922664114E-5   -1.047824469174622E-5    -4.565260110938325E-7    -9.346556002965935E-7    -2.617304014196937E-7    -2.577891128218532E-7    -1.773306673839853E-8    -9.739711526967096E-10
